sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
26x1,26,1,8859,0.74,69,3587,3257.88888888889,177053.666666667,91,123,2050,6362,37591,65361,283,814,0,40,1735,14155,26x1,Lung5,tumor 5,tumor-stroma boundary
26x2,26,2,2176,1.97,160,3629,3348.88888888889,177095.666666667,77,39,1900,4514,26922,65307,279,694,0,10,6913,18315,26x2,Lung5,tumor 5,tumor-stroma boundary
26x3,26,3,2919,1.76,269,3624,3457.88888888889,177090.666666667,86,49,2777,5971,34711,65308,318,813,0,30,4035,15765,26x3,Lung5,tumor 5,tumor interior
26x4,26,4,4894,0.94,638,3606,3826.88888888889,177072.666666667,80,85,2855,7216,43481,65307,417,900,0,114,1391,15116,26x4,Lung5,tumor 5,tumor interior
26x5,26,5,5079,1.39,894,3611,4082.88888888889,177077.666666667,104,75,2546,5957,30951,65281,326,795,0,32,2120,15327,26x5,Lung5,tumor 5,tumor interior
26x6,26,6,5937,0.87,1074,3595,4262.88888888889,177061.666666667,92,106,1940,5636,33218,65335,309,1239,0,378,1168,12726,26x6,Lung5,tumor 5,tumor interior
26x7,26,7,3994,1.26,1111,3608,4299.88888888889,177074.666666667,101,80,1485,3438,30478,65327,273,631,0,41,3769,17309,26x7,Lung5,tumor 5,tumor interior
26x8,26,8,2365,0.68,1169,3614,4357.88888888889,177080.666666667,46,68,1887,4007,38590,65326,276,717,0,69,994,13670,26x8,Lung5,tumor 5,tumor interior
26x9,26,9,4141,0.96,1220,3611,4408.88888888889,177077.666666667,72,75,2214,4939,37895,65312,367,10065,0,369,1668,21188,26x9,Lung5,tumor 5,tumor interior
26x10,26,10,2721,1.42,1282,3619,4470.88888888889,177085.666666667,84,59,2425,4848,40992,65271,373,2428,0,107,211,12416,26x10,Lung5,tumor 5,tumor interior
26x11,26,11,6050,0.66,1545,3587,4733.88888888889,177053.666666667,80,122,2930,6145,39557,65316,359,1079,0,108,2955,21672,26x11,Lung5,tumor 5,tumor interior
26x12,26,12,2186,1.86,1819,3627,5007.88888888889,177093.666666667,78,42,2294,12933,1218,4436,278,847,4,268,13453,44244,26x12,Lung5,fibroblast,tumor interior
26x13,26,13,6880,1.12,2099,3602,5287.88888888889,177068.666666667,103,92,3520,10888,669,8639,417,4049,0,237,2208,19316,26x13,Lung5,fibroblast,tumor interior
26x14,26,14,2512,2.25,2302,3630,5490.88888888889,177096.666666667,81,36,2150,7983,708,1926,410,1197,142,1381,3344,30157,26x14,Lung5,plasmablast,tumor interior
26x15,26,15,2172,1.1,2451,3624,5639.88888888889,177090.666666667,54,49,2791,7097,21338,65229,322,709,0,51,5880,26005,26x15,Lung5,tumor 5,tumor-stroma boundary
26x16,26,16,2551,2.86,2527,3631,5715.88888888889,177097.666666667,100,35,2424,6396,33419,65287,298,763,0,55,4980,24867,26x16,Lung5,tumor 5,tumor-stroma boundary
26x17,26,17,6688,1.17,2942,3605,6130.88888888889,177071.666666667,101,86,4138,13226,35449,65278,363,8755,0,142,2021,14230,26x17,Lung5,tumor 5,tumor-stroma boundary
26x18,26,18,3455,2.82,3035,3629,6223.88888888889,177095.666666667,110,39,4073,9536,27927,65213,366,15274,6,600,1400,15817,26x18,Lung5,tumor 5,tumor-stroma boundary
26x19,26,19,3396,0.87,3324,3610,6512.88888888889,177076.666666667,67,77,2175,5982,939,9747,242,938,0,175,1259,14294,26x19,Lung5,fibroblast,tumor-stroma boundary
