sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
5x1,5,1,3136,1.93,4630,3626,29707.7777777778,158842.666666667,85,44,1680,6100,22759,60833,248,7990,30,679,1553,18190,5x1,Lung5,tumor 5,tumor interior
5x2,5,2,2514,1.59,285,3626,25362.7777777778,158842.666666667,70,44,572,1277,8590,37648,205,759,27,546,6105,18026,5x2,Lung5,epithelial,myeloid-enriched stroma
5x3,5,3,3634,1.24,434,3619,25511.7777777778,158835.666666667,72,58,1388,3563,1554,23833,436,1049,845,1895,8326,26525,5x3,Lung5,neutrophil,stroma
5x4,5,4,2191,1.5,890,3628,25967.7777777778,158844.666666667,60,40,1553,8602,5324,56710,268,1057,28,611,7087,29591,5x4,Lung5,endothelial,stroma
5x5,5,5,4725,0.67,2280,3595,27357.7777777778,158811.666666667,72,107,4137,11362,631,1751,729,4383,12,687,2772,26042,5x5,Lung5,macrophage,stroma
5x6,5,6,2013,1.66,2537,3629,27614.7777777778,158845.666666667,63,38,1919,7452,15399,65286,209,897,34,716,2522,17751,5x6,Lung5,endothelial,stroma
5x7,5,7,3142,0.94,2588,3615,27665.7777777778,158831.666666667,63,67,4895,21184,9364,65282,433,1545,19,683,1552,15379,5x7,Lung5,mDC,stroma
5x10,5,10,1457,1.34,3447,3629,28524.7777777778,158845.666666667,51,38,1969,5656,30049,64341,220,946,39,642,1426,16308,5x10,Lung5,tumor 5,tumor interior
5x11,5,11,1698,1.94,4501,3632,29578.7777777778,158848.666666667,64,33,4415,6923,15396,29896,349,978,40,692,9090,25218,5x11,Lung5,tumor 5,tumor interior
5x12,5,12,7189,1.78,4968,3612,30045.7777777778,158828.666666667,128,72,4303,7849,22238,65259,281,880,17,643,5830,31004,5x12,Lung5,neutrophil,tumor interior
5x13,5,13,7611,1.72,5342,3607,30419.7777777778,158823.666666667,141,82,1696,4205,14924,48569,187,698,13,563,1871,14586,5x13,Lung5,tumor 5,tumor interior
5x14,5,14,2764,1.04,497,3620,25574.7777777778,158836.666666667,59,57,1583,4075,7144,27834,314,854,318,1007,3443,14091,5x14,Lung5,neutrophil,stroma
