sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
11x1,11,1,2987,1.61,77,3625,3265.88888888889,166141.666666667,74,46,1806,3881,444,1474,307,905,1,163,1991,21521,11x1,Lung5,plasmablast,tumor-stroma boundary
11x2,11,2,5542,0.78,139,3593,3327.88888888889,166109.666666667,86,110,2644,6643,491,894,209,495,0,31,1913,17473,11x2,Lung5,endothelial,tumor-stroma boundary
11x3,11,3,4509,0.95,809,3611,3997.88888888889,166127.666666667,71,75,3334,14280,3045,20665,501,1468,0,63,1139,18760,11x3,Lung5,plasmablast,tumor-stroma boundary
11x4,11,4,6499,1.08,884,3606,4072.88888888889,166122.666666667,92,85,2225,9383,612,3669,459,1464,3,351,6352,35709,11x4,Lung5,plasmablast,tumor-stroma boundary
11x5,11,5,3292,1.44,1209,3621,4397.88888888889,166137.666666667,78,54,2699,8015,14604,65261,284,884,0,78,3597,16882,11x5,Lung5,neutrophil,tumor-stroma boundary
11x6,11,6,2997,1.26,1994,3621,5182.88888888889,166137.666666667,68,54,3520,11192,3726,56698,321,2561,0,301,108,4412,11x6,Lung5,macrophage,plasmablast-enriched stroma
11x7,11,7,3276,1.25,2263,3619,5451.88888888889,166135.666666667,74,59,3579,11530,1072,11968,396,1387,0,33,6456,28409,11x7,Lung5,endothelial,plasmablast-enriched stroma
11x8,11,8,2405,1.22,2439,3623,5627.88888888889,166139.666666667,61,50,1286,3276,426,1714,354,1134,1,193,5023,27489,11x8,Lung5,mDC,plasmablast-enriched stroma
11x10,11,10,3241,1.07,2998,3618,6186.88888888889,166134.666666667,64,60,1507,3964,511,1824,294,863,0,81,5205,23406,11x10,Lung5,endothelial,plasmablast-enriched stroma
11x11,11,11,1551,1.39,3092,3629,6280.88888888889,166145.666666667,53,38,2456,18499,4999,30236,357,1182,3,256,4816,31603,11x11,Lung5,T CD4 naive,plasmablast-enriched stroma
11x12,11,12,4138,0.71,3782,3603,6970.88888888889,166119.666666667,65,91,5634,24339,568,1640,641,1608,4,442,9027,34490,11x12,Lung5,plasmablast,lymphoid structure
11x13,11,13,3107,1.35,4629,3622,7817.88888888889,166138.666666667,70,52,1608,3486,419,772,260,601,0,16,5155,19813,11x13,Lung5,fibroblast,stroma
11x14,11,14,4762,1.38,625,3611,3813.88888888889,166127.666666667,102,74,2492,7803,28266,48028,354,732,0,109,1934,11956,11x14,Lung5,tumor 5,tumor-stroma boundary
11x15,11,15,2774,1.35,1003,3624,4191.88888888889,166140.666666667,66,49,1418,3178,17945,51784,308,842,0,40,12175,28178,11x15,Lung5,epithelial,tumor-stroma boundary
11x16,11,16,2068,1.25,2825,3626,6013.88888888889,166142.666666667,55,44,1963,5317,1401,4029,482,1596,0,125,8578,28943,11x16,Lung5,plasmablast,plasmablast-enriched stroma
11x17,11,17,2792,0.85,2872,3614,6060.88888888889,166130.666666667,57,67,2072,11580,2728,30211,483,1766,2,349,19417,44194,11x17,Lung5,T CD4 naive,plasmablast-enriched stroma
11x18,11,18,3810,0.68,2923,3601,6111.88888888889,166117.666666667,64,94,2274,5996,622,2320,463,1466,2,350,7674,31383,11x18,Lung5,plasmablast,plasmablast-enriched stroma
11x19,11,19,1079,0.78,3565,3626,6753.88888888889,166142.666666667,35,45,3327,9916,333,1380,867,3249,0,0,5974,21608,11x19,Lung5,B-cell,lymphoid structure
11x20,11,20,1409,0.75,3741,3624,6929.88888888889,166140.666666667,36,48,2060,4030,355,786,459,1012,1,104,9257,27531,11x20,Lung5,mDC,lymphoid structure
11x21,11,21,5394,0.83,5434,3604,8622.88888888889,166120.666666667,73,88,1948,4615,597,979,349,760,1,172,2720,14267,11x21,Lung5,macrophage,tumor-stroma boundary
11x22,11,22,3553,0.93,676,3609,3864.88888888889,166125.666666667,69,74,1458,7955,27723,65314,244,599,0,132,1219,11867,11x22,Lung5,tumor 5,tumor-stroma boundary
11x23,11,23,1765,0.78,2609,3617,5797.88888888889,166133.666666667,43,55,1258,3836,468,943,279,581,0,14,9147,22787,11x23,Lung5,endothelial,plasmablast-enriched stroma
11x24,11,24,3675,0.82,524,3598,3712.88888888889,166114.666666667,72,88,1345,2848,13843,37944,310,794,0,63,11515,24326,11x24,Lung5,epithelial,tumor-stroma boundary
11x25,11,25,2107,1.33,4575,3609,7763.88888888889,166125.666666667,61,46,2899,5181,498,713,414,1212,0,15,6055,17255,11x25,Lung5,fibroblast,stroma
11x26,11,26,3762,0.79,1059,3599,4247.88888888889,166115.666666667,65,82,3016,12101,1857,41745,421,6634,0,210,9640,31912,11x26,Lung5,T CD4 naive,tumor-stroma boundary
11x27,11,27,3759,1.41,2320,3608,5508.88888888889,166124.666666667,90,64,4990,11488,1012,2758,555,1683,0,95,15222,56352,11x27,Lung5,plasmablast,plasmablast-enriched stroma
11x28,11,28,1759,0.79,2950,3612,6138.88888888889,166128.666666667,44,56,2446,6191,542,1533,485,1067,0,117,12958,31901,11x28,Lung5,endothelial,plasmablast-enriched stroma
11x29,11,29,1837,0.98,3343,3614,6531.88888888889,166130.666666667,50,51,1558,3956,376,724,412,817,0,53,6187,17572,11x29,Lung5,macrophage,plasmablast-enriched stroma
11x30,11,30,4801,0.82,3598,3591,6786.88888888889,166107.666666667,77,94,3461,12185,471,2079,662,4363,6,548,6301,27409,11x30,Lung5,plasmablast,lymphoid structure
11x31,11,31,2890,0.94,3099,3596,6287.88888888889,166112.666666667,63,67,2286,4750,5043,42038,580,1855,0,5,7167,20248,11x31,Lung5,B-cell,plasmablast-enriched stroma
