sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
8x1,8,1,2927,2.14,459,3627,14592.3333333333,162493.666666667,90,42,2944,7947,637,1302,246,1260,121,1460,4291,23705,8x1,Lung5,neutrophil,tumor interior
8x2,8,2,1882,1.51,630,3630,14763.3333333333,162496.666666667,56,37,1603,4221,619,898,391,953,112,984,1828,12515,8x2,Lung5,endothelial,tumor interior
8x3,8,3,1387,1.83,839,3633,14972.3333333333,162499.666666667,55,30,1504,4140,22063,65246,207,709,22,681,5576,25575,8x3,Lung5,tumor 5,tumor-stroma boundary
8x4,8,4,2068,1.06,884,3623,15017.3333333333,162489.666666667,54,51,1691,3299,22088,65321,275,616,11,691,1821,11576,8x4,Lung5,epithelial,tumor-stroma boundary
8x5,8,5,3044,1.86,1189,3626,15322.3333333333,162492.666666667,82,44,2034,7791,9138,48760,375,7977,71,1184,684,12114,8x5,Lung5,epithelial,tumor interior
8x6,8,6,3861,1.53,3654,3622,17787.3333333333,162488.666666667,81,53,1970,6131,1391,5327,247,755,70,1637,6529,31776,8x6,Lung5,neutrophil,myeloid-enriched stroma
8x7,8,7,5310,1.39,4196,3611,18329.3333333333,162477.666666667,103,74,786,2808,926,22821,224,700,78,1283,8389,31337,8x7,Lung5,neutrophil,myeloid-enriched stroma
8x8,8,8,4576,0.9,4291,3602,18424.3333333333,162468.666666667,83,92,1831,8226,4042,27530,208,664,9,600,2022,31567,8x8,Lung5,endothelial,myeloid-enriched stroma
8x9,8,9,2044,1.89,4860,3630,18993.3333333333,162496.666666667,68,36,1823,4156,5026,33713,335,745,17,563,1335,16483,8x9,Lung5,endothelial,myeloid-enriched stroma
8x10,8,10,3009,1.0,930,3616,15063.3333333333,162482.666666667,64,64,995,2302,14448,56947,268,715,7,583,7355,22405,8x10,Lung5,epithelial,tumor-stroma boundary
8x11,8,11,1973,1.38,1361,3629,15494.3333333333,162495.666666667,54,39,1764,3124,26151,65254,384,812,14,660,10565,34486,8x11,Lung5,tumor 5,tumor interior
8x12,8,12,4230,2.04,1544,3623,15677.3333333333,162489.666666667,104,51,2280,8493,21128,55792,279,1249,12,711,6345,26403,8x12,Lung5,tumor 5,tumor interior
8x13,8,13,2578,1.26,4748,3623,18881.3333333333,162489.666666667,63,50,963,3685,583,931,165,456,10,549,9794,27174,8x13,Lung5,NK,myeloid-enriched stroma
8x14,8,14,3450,1.03,4928,3613,19061.3333333333,162479.666666667,72,70,4806,10607,7152,30360,294,891,78,1445,206,19285,8x14,Lung5,neutrophil,myeloid-enriched stroma
8x15,8,15,2355,1.12,5196,3623,19329.3333333333,162489.666666667,56,50,362,693,6842,14082,151,344,8,538,3849,11236,8x15,Lung5,epithelial,myeloid-enriched stroma
8x16,8,16,3092,0.82,554,3612,14687.3333333333,162478.666666667,60,73,2191,7857,669,1324,523,2601,5,581,4393,22721,8x16,Lung5,fibroblast,tumor interior
8x17,8,17,8596,0.51,1041,3576,15174.3333333333,162442.666666667,74,144,1835,21560,20672,65294,309,678,3,650,4481,20808,8x17,Lung5,tumor 5,tumor interior
8x18,8,18,2223,1.27,1471,3624,15604.3333333333,162490.666666667,61,48,1626,3460,16073,44947,322,759,13,693,8633,21771,8x18,Lung5,tumor 5,tumor interior
8x19,8,19,2128,1.23,5307,3626,19440.3333333333,162492.666666667,54,44,1009,2010,10920,24472,164,386,8,527,2815,12076,8x19,Lung5,endothelial,myeloid-enriched stroma
8x20,8,20,4694,0.76,346,3603,14479.3333333333,162469.666666667,68,90,1409,8618,683,2438,331,1027,224,1624,8297,29178,8x20,Lung5,neutrophil,tumor interior
8x21,8,21,2617,0.89,164,3617,14297.3333333333,162483.666666667,56,63,904,1488,12507,32924,317,571,6,557,3810,14997,8x21,Lung5,tumor 5,tumor interior
