sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
3x1,3,1,1390,0.96,1363,3624,15496.3333333333,158840.666666667,47,49,4854,8927,7157,43824,421,1117,0,77,5910,32127,3x1,Lung5,endothelial,tumor interior
3x3,3,3,2543,1.38,3071,3623,17204.3333333333,158839.666666667,69,50,3455,9061,644,1158,236,601,0,69,4864,30481,3x3,Lung5,endothelial,tumor interior
3x4,3,4,4223,1.61,3335,3616,17468.3333333333,158832.666666667,103,64,5645,24655,845,4804,348,1198,86,1097,658,23719,3x4,Lung5,fibroblast,tumor-stroma boundary
3x5,3,5,2694,1.51,3387,3624,17520.3333333333,158840.666666667,74,49,2551,7178,7317,62237,262,571,0,1,13396,46194,3x5,Lung5,fibroblast,tumor-stroma boundary
3x6,3,6,2477,1.12,4515,3620,18648.3333333333,158836.666666667,64,57,2623,5601,928,2058,246,512,0,46,1,832,3x6,Lung5,fibroblast,tumor-stroma boundary
3x7,3,7,6798,1.06,727,3598,14860.3333333333,158814.666666667,106,100,3110,8158,17575,61363,293,719,0,69,3327,21218,3x7,Lung5,tumor 5,tumor interior
3x8,3,8,7240,3.31,1181,3621,15314.3333333333,158837.666666667,179,54,2028,6324,15551,50078,254,637,0,126,2250,15883,3x8,Lung5,tumor 5,tumor interior
3x9,3,9,4479,0.93,1337,3606,15470.3333333333,158822.666666667,79,85,3105,8915,1453,24833,263,680,0,152,6698,33928,3x9,Lung5,endothelial,tumor interior
3x10,3,10,2888,1.03,2851,3617,16984.3333333333,158833.666666667,65,63,2581,7814,9082,53475,270,2347,0,34,8633,42347,3x10,Lung5,tumor 12,tumor interior
3x11,3,11,4221,1.3,2941,3618,17074.3333333333,158834.666666667,78,60,4496,11313,714,1867,217,599,0,107,100,8538,3x11,Lung5,endothelial,tumor interior
3x12,3,12,12648,0.97,4994,3585,19127.3333333333,158801.666666667,122,126,2599,8996,2589,65308,179,513,0,58,0,0,3x12,Lung5,tumor 5,tumor-stroma boundary
3x13,3,13,10850,1.33,5184,3597,19317.3333333333,158813.666666667,136,102,913,2686,23307,65328,162,576,0,56,2043,13873,3x13,Lung5,tumor 5,tumor-stroma boundary
3x14,3,14,2799,1.08,1415,3613,15548.3333333333,158829.666666667,77,71,2062,5970,18092,39064,357,774,0,97,2824,15296,3x14,Lung5,tumor 5,tumor interior
3x15,3,15,7123,1.46,3160,3606,17293.3333333333,158822.666666667,123,84,2307,5389,679,4563,249,810,7,640,4869,48975,3x15,Lung5,endothelial,tumor interior
3x16,3,16,3575,1.3,3961,3612,18094.3333333333,158828.666666667,78,60,1826,2853,24016,56710,340,730,0,103,2889,13859,3x16,Lung5,tumor 5,tumor-stroma boundary
3x17,3,17,5264,0.9,4230,3589,18363.3333333333,158805.666666667,92,102,2376,4947,5563,30508,259,615,26,1287,7067,35637,3x17,Lung5,fibroblast,tumor-stroma boundary
3x18,3,18,10544,0.95,5107,3574,19240.3333333333,158790.666666667,121,128,1587,3677,39520,65329,327,7479,0,318,2604,15196,3x18,Lung5,tumor 5,tumor-stroma boundary
3x19,3,19,2103,0.88,5304,3610,19437.3333333333,158826.666666667,49,56,1174,13842,1120,2084,1013,3966,1,304,3154,10423,3x19,Lung5,macrophage,tumor-stroma boundary
3x20,3,20,3498,1.1,3609,3600,17742.3333333333,158816.666666667,79,72,3306,10764,4269,57636,268,739,56,901,5496,38317,3x20,Lung5,endothelial,tumor-stroma boundary
3x21,3,21,5295,1.33,2405,3594,16538.3333333333,158810.666666667,106,80,2606,10501,24782,56347,300,660,0,89,2085,14843,3x21,Lung5,tumor 5,tumor interior
3x22,3,22,6000,1.46,1240,3593,15373.3333333333,158809.666666667,108,74,2013,7272,16048,43993,260,10110,0,39,5600,25068,3x22,Lung5,tumor 5,tumor interior
3x23,3,23,4696,0.89,1792,3592,15925.3333333333,158808.666666667,72,81,3771,15773,22620,46927,323,680,0,110,0,0,3x23,Lung5,tumor 5,tumor interior
3x24,3,24,7465,1.26,1090,3582,15223.3333333333,158798.666666667,117,93,2802,8657,17731,47820,297,781,0,57,2070,16110,3x24,Lung5,tumor 5,tumor interior
3x25,3,25,5397,1.03,1432,3578,15565.3333333333,158794.666666667,96,93,2211,5408,17406,51302,348,1020,0,99,7525,25603,3x25,Lung5,tumor 5,tumor interior
3x26,3,26,2559,0.76,2703,3591,16836.3333333333,158807.666666667,51,67,1291,2956,15731,50677,275,553,0,15,8468,20792,3x26,Lung5,tumor 5,tumor interior
3x27,3,27,5373,0.67,2862,3562,16995.3333333333,158778.666666667,72,108,3452,8686,929,5353,258,10882,0,256,5591,47483,3x27,Lung5,endothelial,tumor interior
3x28,3,28,3025,0.76,2337,3572,16470.3333333333,158788.666666667,61,80,1473,3794,23282,64739,302,762,0,136,10887,31087,3x28,Lung5,tumor 5,tumor interior
3x29,3,29,2203,0.8,3658,3579,17791.3333333333,158795.666666667,47,59,6699,12008,15848,54320,393,947,0,124,6484,30252,3x29,Lung5,tumor 5,tumor-stroma boundary
3x30,3,30,4590,1.12,3461,3565,17594.3333333333,158781.666666667,87,78,3125,11491,1088,8162,408,1868,2,248,8780,45894,3x30,Lung5,fibroblast,tumor-stroma boundary
3x31,3,31,2396,0.47,5452,3561,19585.3333333333,158777.666666667,37,78,1841,4377,638,1522,209,461,0,66,5125,22144,3x31,Lung5,macrophage,myeloid-enriched stroma
3x32,3,32,1857,1.02,1164,3572,15297.3333333333,158788.666666667,49,48,3368,12270,21547,41357,353,633,1,240,3227,15485,3x32,Lung5,tumor 5,tumor interior
3x33,3,33,3465,1.42,5350,3566,19483.3333333333,158782.666666667,85,60,1065,2255,782,1438,212,577,56,547,3654,13043,3x33,Lung5,macrophage,myeloid-enriched stroma
3x34,3,34,3965,0.85,3075,3555,17208.3333333333,158771.666666667,69,81,3023,7737,705,1221,706,1965,12,424,12534,37336,3x34,Lung5,monocyte,tumor interior
3x35,3,35,1498,1.74,3536,3577,17669.3333333333,158793.666666667,61,35,3146,7151,2857,26176,584,1846,53,673,3563,17500,3x35,Lung5,mDC,tumor-stroma boundary
3x36,3,36,2692,1.21,1357,3551,15490.3333333333,158767.666666667,70,58,5900,12655,4136,43237,298,729,0,183,7527,34703,3x36,Lung5,endothelial,tumor interior
3x37,3,37,2481,0.9,2317,3547,16450.3333333333,158763.666666667,61,68,1409,2788,18209,46249,313,737,0,48,7001,23862,3x37,Lung5,tumor 5,tumor interior
3x38,3,38,4340,0.76,2379,3531,16512.3333333333,158747.666666667,68,89,1993,5733,24497,65238,347,788,0,241,13901,36949,3x38,Lung5,tumor 5,tumor interior
3x39,3,39,2584,0.96,3529,3549,17662.3333333333,158765.666666667,64,67,3866,6854,811,2262,497,2067,1,284,11913,33166,3x39,Lung5,macrophage,tumor-stroma boundary
3x40,3,40,2919,0.86,4527,3548,18660.3333333333,158764.666666667,63,73,1979,3902,2390,24914,356,950,3,361,10812,30870,3x40,Lung5,fibroblast,tumor-stroma boundary
3x41,3,41,2848,1.24,4250,3549,18383.3333333333,158765.666666667,72,58,1731,8532,907,1989,422,982,540,1998,10946,32616,3x41,Lung5,neutrophil,tumor-stroma boundary
3x42,3,42,6841,1.0,4356,3526,18489.3333333333,158742.666666667,100,100,2501,8451,2224,34041,266,5214,1,283,760,11310,3x42,Lung5,fibroblast,tumor-stroma boundary
3x43,3,43,4295,2.13,1236,3538,15369.3333333333,158754.666666667,111,52,1839,4874,17611,65311,323,697,0,139,8711,23519,3x43,Lung5,tumor 5,tumor interior
3x44,3,44,2561,0.69,3563,3535,17696.3333333333,158751.666666667,54,78,4421,8474,808,1293,331,732,11,482,2332,12651,3x44,Lung5,macrophage,tumor-stroma boundary
3x45,3,45,4637,1.22,4163,3538,18296.3333333333,158754.666666667,88,72,2121,5060,2321,21200,335,2086,188,2102,6949,33405,3x45,Lung5,plasmablast,tumor-stroma boundary
3x46,3,46,3618,0.87,3265,3532,17398.3333333333,158748.666666667,66,76,1082,3566,579,998,322,915,441,1506,11683,34264,3x46,Lung5,neutrophil,tumor-stroma boundary
3x47,3,47,4942,1.0,1577,3526,15710.3333333333,158742.666666667,82,82,2896,6308,14929,41451,245,797,0,125,5638,19912,3x47,Lung5,tumor 5,tumor interior
3x48,3,48,2757,1.02,2437,3529,16570.3333333333,158745.666666667,67,66,1633,5540,21057,61482,298,1525,0,67,15269,36241,3x48,Lung5,tumor 5,tumor interior
3x49,3,49,2244,1.36,3666,3541,17799.3333333333,158757.666666667,68,50,6010,14005,9876,40827,371,744,0,90,4845,33336,3x49,Lung5,fibroblast,tumor-stroma boundary
3x50,3,50,2985,1.62,1127,3531,15260.3333333333,158747.666666667,89,55,3385,13980,17361,38181,344,712,0,35,8825,25753,3x50,Lung5,tumor 5,tumor interior
3x51,3,51,4739,0.74,3126,3515,17259.3333333333,158731.666666667,73,98,6137,28140,792,5045,628,2457,5,315,8610,53018,3x51,Lung5,B-cell,tumor interior
3x52,3,52,3169,0.89,1431,3514,15564.3333333333,158730.666666667,65,73,2610,7373,18340,43139,400,765,1,223,12317,33976,3x52,Lung5,tumor 5,tumor interior
3x53,3,53,8615,0.99,628,3498,14761.3333333333,158714.666666667,120,121,3145,11878,21684,65322,283,743,129,2125,2079,14838,3x53,Lung5,tumor 5,tumor interior
3x54,3,54,3981,0.79,1838,3518,15971.3333333333,158734.666666667,64,81,1464,3393,13667,38079,290,626,0,121,9361,22113,3x54,Lung5,tumor 5,tumor interior
3x55,3,55,6642,0.92,4596,3507,18729.3333333333,158723.666666667,92,100,3346,17519,36474,65271,387,785,1,210,7726,24926,3x55,Lung5,tumor 5,tumor-stroma boundary
3x56,3,56,2005,0.92,4512,3521,18645.3333333333,158737.666666667,57,62,2262,5702,920,1785,373,1413,5,366,1507,10729,3x56,Lung5,mDC,tumor-stroma boundary
3x57,3,57,2999,1.0,2068,3523,16201.3333333333,158739.666666667,60,60,1820,3382,19392,46777,325,772,0,122,2827,11864,3x57,Lung5,tumor 5,tumor interior
3x58,3,58,2531,1.16,3877,3520,18010.3333333333,158736.666666667,65,56,4943,14925,22380,61489,566,1093,5,210,17821,41680,3x58,Lung5,NK,tumor-stroma boundary
3x59,3,59,2467,0.71,722,3516,14855.3333333333,158732.666666667,49,69,6413,12709,22842,46266,477,6477,8,322,3750,21356,3x59,Lung5,tumor 5,tumor interior
3x60,3,60,2487,0.6,1784,3513,15917.3333333333,158729.666666667,46,77,2286,5770,19274,48599,299,658,0,62,5072,17606,3x60,Lung5,tumor 5,tumor interior
3x61,3,61,4373,0.71,3182,3503,17315.3333333333,158719.666666667,70,98,6326,18717,710,7938,449,3932,19,601,1524,24371,3x61,Lung5,macrophage,tumor-stroma boundary
3x62,3,62,7121,1.13,5162,3502,19295.3333333333,158718.666666667,104,92,3170,8330,43995,65331,275,939,6,465,0,245,3x62,Lung5,tumor 5,tumor-stroma boundary
