sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
4x1,4,1,2736,2.16,521,3629,20126.5555555556,158845.666666667,82,38,1650,7919,8422,30282,159,492,0,11,1852,16673,4x1,Lung5,epithelial,stroma
4x2,4,2,3548,1.22,598,3619,20203.5555555556,158835.666666667,72,59,884,4827,703,4120,288,792,273,1049,11753,28921,4x2,Lung5,neutrophil,stroma
4x3,4,3,3255,1.47,780,3621,20385.5555555556,158837.666666667,81,55,1921,4593,34203,65328,213,673,0,35,0,687,4x3,Lung5,epithelial,stroma
4x4,4,4,2165,2.24,1220,3631,20825.5555555556,158847.666666667,76,34,2441,5591,439,6458,310,923,0,157,2189,17803,4x4,Lung5,macrophage,stroma
4x5,4,5,4736,0.82,1426,3602,21031.5555555556,158818.666666667,75,92,11527,47551,664,1280,298,831,0,86,123,5644,4x5,Lung5,T CD4 naive,stroma
4x6,4,6,2875,0.82,1927,3615,21532.5555555556,158831.666666667,54,66,2648,9175,443,790,253,1137,0,85,6086,45121,4x6,Lung5,plasmablast,lymphoid structure
4x7,4,7,1620,1.02,2086,3626,21691.5555555556,158842.666666667,46,45,3372,7558,516,1064,617,1735,0,178,6680,24577,4x7,Lung5,B-cell,lymphoid structure
4x8,4,8,745,0.87,2142,3633,21747.5555555556,158849.666666667,27,31,2974,5908,356,808,460,2064,0,9,5202,29152,4x8,Lung5,plasmablast,lymphoid structure
4x9,4,9,3160,2.22,2200,3628,21805.5555555556,158844.666666667,91,41,3478,8694,479,2199,468,1699,0,102,12019,44282,4x9,Lung5,T CD4 naive,lymphoid structure
4x10,4,10,2129,1.44,2617,3627,22222.5555555556,158843.666666667,62,43,3241,11265,521,1043,411,1114,0,0,7873,25492,4x10,Lung5,macrophage,lymphoid structure
4x11,4,11,3090,1.32,2681,3620,22286.5555555556,158836.666666667,74,56,2861,11572,1204,26218,364,1171,0,160,2954,18157,4x11,Lung5,mDC,lymphoid structure
4x12,4,12,1601,1.09,2820,3626,22425.5555555556,158842.666666667,48,44,9034,19867,4921,19138,499,1235,0,41,7522,36514,4x12,Lung5,B-cell,lymphoid structure
4x14,4,14,3355,1.47,3479,3622,23084.5555555556,158838.666666667,78,53,2038,3929,13695,57861,245,577,0,50,812,11320,4x14,Lung5,epithelial,myeloid-enriched stroma
