sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
15x1,15,1,5864,1.71,185,3612,25262.7777777778,166128.666666667,123,72,1399,2477,29333,65350,446,1363,34,535,2281,15602,15x1,Lung5,epithelial,lymphoid structure
15x2,15,2,2687,1.74,353,3627,25430.7777777778,166143.666666667,75,43,429,2607,544,2259,346,1705,87,1510,8341,22772,15x2,Lung5,neutrophil,myeloid-enriched stroma
15x3,15,3,8985,0.99,393,3587,25470.7777777778,166103.666666667,122,123,1530,3811,1547,39590,300,1716,103,1769,2376,24478,15x3,Lung5,neutrophil,myeloid-enriched stroma
15x4,15,4,3521,1.92,476,3623,25553.7777777778,166139.666666667,96,50,2547,5135,4003,27900,318,952,121,1407,58,6878,15x4,Lung5,neutrophil,myeloid-enriched stroma
15x5,15,5,4702,2.12,863,3623,25940.7777777778,166139.666666667,106,50,938,4730,1217,44187,331,1176,146,1020,4873,23039,15x5,Lung5,macrophage,myeloid-enriched stroma
15x6,15,6,2744,1.25,1443,3620,26520.7777777778,166136.666666667,70,56,1167,3836,25327,65535,302,1203,49,707,1259,16180,15x6,Lung5,endothelial,myeloid-enriched stroma
15x7,15,7,4191,1.09,2093,3614,27170.7777777778,166130.666666667,74,68,819,2976,520,2931,289,1162,184,901,13024,32289,15x7,Lung5,neutrophil,myeloid-enriched stroma
15x9,15,9,13323,0.98,2212,3583,27289.7777777778,166099.666666667,128,131,1396,5661,585,3326,358,1005,18,891,3385,25899,15x9,Lung5,epithelial,myeloid-enriched stroma
15x11,15,11,7397,0.9,2507,3596,27584.7777777778,166112.666666667,94,104,1802,5085,4694,65298,324,12586,21,693,5576,37466,15x11,Lung5,macrophage,myeloid-enriched stroma
15x12,15,12,3620,1.13,2674,3616,27751.7777777778,166132.666666667,72,64,712,2505,464,1744,211,918,37,630,3221,19119,15x12,Lung5,macrophage,myeloid-enriched stroma
15x13,15,13,5094,1.64,2780,3616,27857.7777777778,166132.666666667,105,64,737,3184,544,1976,269,958,49,810,6127,27914,15x13,Lung5,macrophage,myeloid-enriched stroma
15x15,15,15,5631,2.05,3283,3620,28360.7777777778,166136.666666667,115,56,1226,4178,36907,65535,230,948,44,704,33,718,15x15,Lung5,fibroblast,myeloid-enriched stroma
15x16,15,16,5503,1.71,3393,3617,28470.7777777778,166133.666666667,108,63,611,3356,11777,65277,238,903,38,651,6710,32269,15x16,Lung5,plasmablast,myeloid-enriched stroma
15x17,15,17,14147,1.61,3532,3592,28609.7777777778,166108.666666667,180,112,1222,5708,13637,65318,349,1392,22,709,4218,42209,15x17,Lung5,epithelial,myeloid-enriched stroma
15x18,15,18,2220,1.52,3826,3627,28903.7777777778,166143.666666667,64,42,753,2110,2435,17572,364,1234,62,610,5373,23645,15x18,Lung5,mDC,stroma
15x19,15,19,2988,0.95,3896,3615,28973.7777777778,166131.666666667,63,66,1834,8413,26900,65314,337,1120,40,674,5708,44046,15x19,Lung5,mDC,stroma
15x21,15,21,4000,1.45,4191,3617,29268.7777777778,166133.666666667,90,62,2068,9929,9059,45299,290,1112,39,663,6740,38459,15x21,Lung5,fibroblast,stroma
15x22,15,22,3646,0.67,4262,3602,29339.7777777778,166118.666666667,62,92,3234,11311,3545,51175,381,1042,23,643,7650,43308,15x22,Lung5,epithelial,stroma
15x24,15,24,4186,1.48,4681,3619,29758.7777777778,166135.666666667,86,58,1141,4342,1077,6098,277,997,40,622,5515,30318,15x24,Lung5,mDC,stroma
15x25,15,25,1763,2.48,4934,3634,30011.7777777778,166150.666666667,72,29,2473,11074,835,1542,438,1310,83,614,10560,26790,15x25,Lung5,fibroblast,stroma
15x26,15,26,2175,1.27,5442,3626,30519.7777777778,166142.666666667,57,45,1318,2161,778,1307,411,984,42,548,12868,30141,15x26,Lung5,endothelial,stroma
15x27,15,27,1702,1.51,271,3631,25348.7777777778,166147.666666667,53,35,358,1177,9842,30466,243,785,47,517,3994,13641,15x27,Lung5,mDC,lymphoid structure
15x30,15,30,1561,0.51,2833,3614,27910.7777777778,166130.666666667,35,69,1531,4068,4049,60954,438,1016,432,1177,10743,30420,15x30,Lung5,neutrophil,myeloid-enriched stroma
15x31,15,31,13807,0.95,3144,3572,28221.7777777778,166088.666666667,144,152,3008,22505,20901,65335,382,14084,10,645,5860,52774,15x31,Lung5,epithelial,myeloid-enriched stroma
15x32,15,32,2757,0.97,4017,3618,29094.7777777778,166134.666666667,59,61,1814,4165,22363,65254,339,929,30,646,7538,36976,15x32,Lung5,epithelial,stroma
15x33,15,33,2424,1.06,4069,3623,29146.7777777778,166139.666666667,54,51,2472,6811,52844,65535,292,846,44,638,2,678,15x33,Lung5,epithelial,stroma
15x34,15,34,2870,1.05,5181,3617,30258.7777777778,166133.666666667,66,63,1306,2947,678,1204,276,756,39,578,10585,26103,15x34,Lung5,plasmablast,stroma
15x35,15,35,7314,0.76,5353,3587,30430.7777777778,166103.666666667,93,122,2378,14227,616,1210,281,886,12,586,5714,30438,15x35,Lung5,mast,stroma
15x36,15,36,2843,0.8,3456,3610,28533.7777777778,166126.666666667,61,76,2270,6114,2623,38005,639,1966,31,760,23170,59652,15x36,Lung5,plasmablast,myeloid-enriched stroma
15x37,15,37,9321,1.23,1070,3595,26147.7777777778,166111.666666667,132,107,941,3702,8864,65308,222,879,8,587,3146,32273,15x37,Lung5,epithelial,myeloid-enriched stroma
15x38,15,38,1453,0.83,1551,3625,26628.7777777778,166141.666666667,38,46,2466,7557,881,1494,288,1496,39,625,309,9894,15x38,Lung5,endothelial,myeloid-enriched stroma
15x39,15,39,2567,0.81,2867,3617,27944.7777777778,166133.666666667,50,62,946,6043,5031,65276,314,991,336,1268,12832,35404,15x39,Lung5,neutrophil,myeloid-enriched stroma
15x40,15,40,3370,0.98,5153,3606,30230.7777777778,166122.666666667,82,84,2146,9285,715,1480,335,1343,14,568,6152,28856,15x40,Lung5,epithelial,stroma
15x41,15,41,3123,0.74,3942,3609,29019.7777777778,166125.666666667,56,76,2410,5720,9646,61507,256,786,10,619,1694,12278,15x41,Lung5,epithelial,stroma
