sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
7x1,7,1,3629,2.41,251,3626,8912.11111111111,162492.666666667,106,44,1704,6781,16871,65349,177,615,13,573,196,4908,7x1,Lung5,tumor 5,tumor interior
7x2,7,2,1706,1.28,662,3628,9323.11111111111,162494.666666667,51,40,3735,11080,8701,50224,341,669,856,3436,10,1517,7x2,Lung5,neutrophil,tumor interior
7x3,7,3,2398,0.94,1514,3614,10175.1111111111,162480.666666667,65,69,3117,6632,3677,27854,229,528,9,608,223,11032,7x3,Lung5,tumor 5,tumor interior
7x4,7,4,1926,1.2,1741,3625,10402.1111111111,162491.666666667,55,46,3122,8413,698,1339,165,446,12,626,2117,17096,7x4,Lung5,fibroblast,tumor interior
7x6,7,6,2511,1.28,3158,3623,11819.1111111111,162489.666666667,64,50,1340,3922,847,2053,288,1180,118,1484,8228,34170,7x6,Lung5,plasmablast,tumor-stroma boundary
7x8,7,8,3742,1.16,36,3617,8697.11111111111,162483.666666667,72,62,1335,5286,16280,45170,275,566,8,495,4550,17021,7x8,Lung5,tumor 5,tumor-stroma boundary
7x9,7,9,7888,1.17,1141,3601,9802.11111111111,162467.666666667,111,95,1535,6132,26791,65329,267,10139,31,1611,5124,24837,7x9,Lung5,tumor 5,tumor interior
7x10,7,10,1706,1.02,1218,3623,9879.11111111111,162489.666666667,51,50,1241,3099,6551,50725,228,610,13,649,5625,20786,7x10,Lung5,fibroblast,tumor interior
7x11,7,11,2832,0.84,4233,3613,12894.1111111111,162479.666666667,59,70,1527,4291,26854,65239,292,10700,11,649,6457,17100,7x11,Lung5,tumor 5,tumor interior
7x12,7,12,4806,1.21,4311,3613,12972.1111111111,162479.666666667,86,71,2867,6596,33603,61699,364,796,8,647,16670,52761,7x12,Lung5,tumor 5,tumor interior
7x13,7,13,3015,1.06,4776,3614,13437.1111111111,162480.666666667,72,68,3535,6329,21570,44804,366,692,11,637,5667,19196,7x13,Lung5,tumor 5,tumor interior
7x14,7,14,4137,0.86,4909,3608,13570.1111111111,162474.666666667,70,81,1488,4955,22322,53776,295,681,6,669,3713,16751,7x14,Lung5,tumor 5,tumor interior
7x15,7,15,2125,0.75,2696,3618,11357.1111111111,162484.666666667,45,60,2239,4599,5750,49425,354,971,188,1230,4697,22169,7x15,Lung5,fibroblast,tumor-stroma boundary
7x16,7,16,4450,1.0,4850,3608,13511.1111111111,162474.666666667,81,81,2737,5371,20508,42110,381,804,125,1360,6838,32760,7x16,Lung5,tumor 5,tumor interior
7x17,7,17,11781,0.72,5319,3571,13980.1111111111,162437.666666667,111,155,1366,3828,20536,56955,239,581,3,585,2365,13882,7x17,Lung5,tumor 5,tumor interior
7x18,7,18,3304,0.92,5440,3615,14101.1111111111,162481.666666667,61,66,1186,2071,11395,23211,226,714,16,530,13182,25831,7x18,Lung5,tumor 5,tumor interior
7x19,7,19,2681,1.4,2537,3622,11198.1111111111,162488.666666667,74,53,4871,10020,2416,8176,286,579,6,631,0,0,7x19,Lung5,neutrophil,tumor-stroma boundary
7x20,7,20,7435,1.28,3382,3601,12043.1111111111,162467.666666667,110,86,4637,11102,21585,55138,368,841,0,167,1213,15413,7x20,Lung5,epithelial,tumor-stroma boundary
7x21,7,21,4033,0.85,702,3600,9363.11111111111,162466.666666667,69,81,2195,5094,3212,21913,396,1068,1286,5389,11694,47227,7x21,Lung5,neutrophil,tumor interior
7x22,7,22,3929,0.62,1201,3576,9862.11111111111,162442.666666667,68,109,1927,6294,24952,65314,301,711,0,84,6147,19831,7x22,Lung5,tumor 5,tumor interior
7x23,7,23,2876,0.7,3490,3601,12151.1111111111,162467.666666667,52,74,4216,7269,24620,44549,341,710,0,11,1636,11670,7x23,Lung5,neutrophil,tumor-stroma boundary
7x24,7,24,5327,1.04,4091,3596,12752.1111111111,162462.666666667,87,84,2318,5377,35052,65316,276,622,0,53,1014,9555,7x24,Lung5,tumor 5,tumor interior
7x25,7,25,5963,1.25,1825,3576,10486.1111111111,162442.666666667,145,116,3312,9914,3797,58421,276,677,36,980,5526,37599,7x25,Lung5,fibroblast,tumor interior
7x26,7,26,1797,0.75,4140,3599,12801.1111111111,162465.666666667,53,71,2898,4729,43264,65283,381,760,0,109,2421,16259,7x26,Lung5,tumor 5,tumor interior
7x27,7,27,1985,0.5,4268,3593,12929.1111111111,162459.666666667,38,76,2641,4816,28742,62616,338,682,7,666,16765,34417,7x27,Lung5,tumor 5,tumor interior
7x28,7,28,3800,1.21,1342,3589,10003.1111111111,162455.666666667,80,66,1439,3267,26538,65318,309,697,0,44,11310,26225,7x28,Lung5,tumor 5,tumor interior
7x29,7,29,4268,0.72,1534,3585,10195.1111111111,162451.666666667,63,87,1471,3020,783,8757,230,652,0,177,8899,33692,7x29,Lung5,endothelial,tumor interior
7x30,7,30,3632,1.27,2920,3591,11581.1111111111,162457.666666667,79,62,2670,8793,10055,57633,330,757,0,90,5542,30429,7x30,Lung5,endothelial,tumor-stroma boundary
7x31,7,31,4396,1.03,895,3581,9556.11111111111,162447.666666667,82,80,1178,6532,2125,13029,384,1022,723,2153,11356,35977,7x31,Lung5,neutrophil,tumor interior
7x32,7,32,2256,0.6,4163,3575,12824.1111111111,162441.666666667,46,77,1962,4671,26793,65234,364,872,2,364,15488,26228,7x32,Lung5,tumor 5,tumor interior
7x33,7,33,4197,1.7,2596,3586,11257.1111111111,162452.666666667,104,61,2482,4129,5791,55044,408,1167,13,749,13979,46280,7x33,Lung5,mDC,tumor-stroma boundary
7x34,7,34,8055,0.67,4395,3546,13056.1111111111,162412.666666667,91,135,2192,7196,26770,58719,337,2376,0,122,4887,19719,7x34,Lung5,tumor 5,tumor interior
7x35,7,35,3642,1.15,1689,3580,10350.1111111111,162446.666666667,75,65,867,2766,676,1710,285,929,0,55,13060,32832,7x35,Lung5,fibroblast,tumor interior
7x36,7,36,2359,0.73,1390,3572,10051.1111111111,162438.666666667,49,67,1201,2417,25659,63868,276,625,0,45,6022,14125,7x36,Lung5,tumor 5,tumor interior
7x37,7,37,2384,1.19,3020,3579,11681.1111111111,162445.666666667,69,58,3544,7544,3826,23483,213,503,0,0,0,609,7x37,Lung5,fibroblast,tumor-stroma boundary
7x38,7,38,3933,0.75,2832,3551,11493.1111111111,162417.666666667,65,87,2969,5847,28753,61002,365,2214,2,285,11138,30655,7x38,Lung5,tumor 5,tumor-stroma boundary
7x39,7,39,3299,0.84,849,3564,9510.11111111111,162430.666666667,63,75,1655,4449,7572,55279,340,735,587,2193,6967,23133,7x39,Lung5,neutrophil,tumor interior
7x40,7,40,1767,1.38,2895,3574,11556.1111111111,162440.666666667,62,45,2557,8655,35596,65270,451,862,2,231,5414,20710,7x40,Lung5,tumor 5,tumor-stroma boundary
7x41,7,41,9683,0.76,4908,3524,13569.1111111111,162390.666666667,104,136,1686,4301,24401,63307,237,603,0,224,5351,22713,7x41,Lung5,tumor 5,tumor interior
7x42,7,42,3753,1.1,2245,3565,10906.1111111111,162431.666666667,78,71,1618,9163,1607,8963,375,1075,252,1363,15739,43443,7x42,Lung5,neutrophil,tumor interior
7x43,7,43,1349,0.86,2303,3578,10964.1111111111,162444.666666667,38,44,4214,11940,4643,11341,349,933,128,1221,3,1021,7x43,Lung5,neutrophil,tumor interior
7x44,7,44,4688,1.29,3097,3561,11758.1111111111,162427.666666667,101,78,2394,5946,1511,12710,248,620,0,58,4480,28404,7x44,Lung5,fibroblast,tumor-stroma boundary
7x45,7,45,1913,0.85,3914,3570,12575.1111111111,162436.666666667,44,52,2090,6397,1151,3485,238,546,59,861,0,0,7x45,Lung5,tumor 5,tumor-stroma boundary
7x46,7,46,3146,0.47,4580,3540,13241.1111111111,162406.666666667,49,105,4402,9116,28348,56229,401,793,16,597,6607,17081,7x46,Lung5,tumor 5,tumor interior
7x47,7,47,1466,0.77,4622,3566,13283.1111111111,162432.666666667,37,48,2315,3583,17388,32635,312,859,182,825,7445,20789,7x47,Lung5,tumor 5,tumor interior
7x49,7,49,5651,1.17,3755,3552,12416.1111111111,162418.666666667,98,84,2028,4951,28830,65299,321,3470,0,167,6392,27956,7x49,Lung5,tumor 5,tumor-stroma boundary
7x50,7,50,1693,0.51,5453,3550,14114.1111111111,162416.666666667,35,69,1289,2886,13904,30835,306,762,19,566,10149,21622,7x50,Lung5,tumor 5,tumor interior
7x51,7,51,5538,0.61,4295,3523,12956.1111111111,162389.666666667,73,119,3177,6712,31500,65252,366,721,3,212,14693,41592,7x51,Lung5,tumor 5,tumor interior
7x52,7,52,3082,0.99,3003,3550,11664.1111111111,162416.666666667,66,67,2622,10964,25617,65263,384,874,0,108,14040,38829,7x52,Lung5,epithelial,tumor-stroma boundary
7x53,7,53,7413,0.36,4496,3498,13157.1111111111,162364.666666667,63,175,3599,6960,27699,48733,386,815,3,222,8201,29058,7x53,Lung5,tumor 5,tumor interior
7x54,7,54,3370,0.71,3685,3545,12346.1111111111,162411.666666667,55,78,2002,3838,31882,65310,276,663,0,264,10588,29931,7x54,Lung5,tumor 5,tumor-stroma boundary
7x55,7,55,2850,0.91,1639,3546,10300.1111111111,162412.666666667,59,65,2880,5975,804,1125,1044,5120,19,473,7666,24867,7x55,Lung5,plasmablast,tumor interior
7x56,7,56,2846,1.39,3626,3552,12287.1111111111,162418.666666667,78,56,2687,4669,46067,65329,372,718,0,251,3051,16970,7x56,Lung5,tumor 5,tumor-stroma boundary
7x57,7,57,7612,2.02,2277,3527,10938.1111111111,162393.666666667,174,86,2504,7155,12988,65288,337,1105,171,1350,6676,46538,7x57,Lung5,neutrophil,tumor interior
7x58,7,58,3763,1.59,3417,3541,12078.1111111111,162407.666666667,86,54,2365,7199,29496,65220,381,872,0,131,12424,33738,7x58,Lung5,epithelial,tumor-stroma boundary
7x59,7,59,5613,0.55,4090,3500,12751.1111111111,162366.666666667,73,132,2929,11653,39754,65320,315,756,0,176,16,6505,7x59,Lung5,tumor 5,tumor interior
7x60,7,60,2535,0.97,2628,3540,11289.1111111111,162406.666666667,62,64,2828,5988,26677,65253,383,717,0,81,14136,28557,7x60,Lung5,tumor 5,tumor interior
7x62,7,62,1902,0.88,597,3540,9258.11111111111,162406.666666667,49,56,3903,10022,5496,12892,393,640,596,2693,27,2132,7x62,Lung5,neutrophil,tumor interior
7x63,7,63,2803,1.03,2572,3528,11233.1111111111,162394.666666667,63,61,3054,6919,29043,59793,414,908,1,161,11112,29099,7x63,Lung5,tumor 5,tumor interior
