sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
18x1,18,1,3250,1.76,1999,3623,16132.3333333333,169789.666666667,90,51,1193,4017,427,850,261,797,0,384,5908,25389,18x1,Lung5,plasmablast,stroma
18x2,18,2,6623,0.97,2285,3599,16418.3333333333,169765.666666667,95,98,1335,5831,23754,65333,298,1277,0,144,6928,40990,18x2,Lung5,epithelial,stroma
18x3,18,3,4007,1.32,2372,3618,16505.3333333333,169784.666666667,79,60,952,4508,22596,65340,191,697,0,66,3960,19223,18x3,Lung5,epithelial,stroma
18x4,18,4,3647,1.17,2455,3618,16588.3333333333,169784.666666667,70,60,815,3682,27707,65339,212,2593,0,103,6220,21395,18x4,Lung5,epithelial,stroma
18x5,18,5,3478,2.09,2541,3626,16674.3333333333,169792.666666667,94,45,2649,10125,44911,65328,336,935,28,706,499,15928,18x5,Lung5,epithelial,stroma
18x7,18,7,3149,1.43,2798,3620,16931.3333333333,169786.666666667,80,56,1374,4540,5969,65269,349,1201,0,69,14929,48742,18x7,Lung5,monocyte,stroma
18x8,18,8,3370,0.99,2839,3613,16972.3333333333,169779.666666667,70,71,1419,5078,11592,65250,291,1151,0,159,16719,49126,18x8,Lung5,epithelial,stroma
18x11,18,11,3569,1.46,3151,3620,17284.3333333333,169786.666666667,82,56,1325,5179,542,1404,293,1333,0,196,3531,26485,18x11,Lung5,macrophage,stroma
18x12,18,12,3929,1.76,3271,3623,17404.3333333333,169789.666666667,90,51,858,3292,385,1193,251,1240,0,16,9892,33278,18x12,Lung5,NK,stroma
18x13,18,13,2228,1.5,3568,3626,17701.3333333333,169792.666666667,66,44,2742,6691,709,1824,505,1662,0,37,8586,34149,18x13,Lung5,macrophage,stroma
18x14,18,14,2412,1.28,3687,3622,17820.3333333333,169788.666666667,68,53,5002,26106,572,1453,394,1919,0,58,4336,21164,18x14,Lung5,mDC,lymphoid structure
18x15,18,15,2715,1.45,4394,3623,18527.3333333333,169789.666666667,74,51,3314,8460,511,918,665,1790,2,168,9142,30522,18x15,Lung5,T CD4 naive,lymphoid structure
18x16,18,16,1495,1.12,4436,3628,18569.3333333333,169794.666666667,46,41,3866,8750,506,886,529,1349,0,0,2610,14216,18x16,Lung5,macrophage,lymphoid structure
18x17,18,17,924,1.29,4476,3633,18609.3333333333,169799.666666667,40,31,3534,9191,451,859,409,858,0,61,1593,14594,18x17,Lung5,macrophage,lymphoid structure
18x18,18,18,4522,1.31,4663,3615,18796.3333333333,169781.666666667,88,67,2021,4923,1283,10235,282,1158,0,132,9757,35375,18x18,Lung5,pDC,lymphoid structure
18x19,18,19,8745,0.29,4719,3550,18852.3333333333,169716.666666667,57,197,4264,9163,44020,65342,317,835,0,102,35,5092,18x19,Lung5,endothelial,lymphoid structure
18x20,18,20,8318,1.35,5165,3602,19298.3333333333,169768.666666667,126,93,1286,6594,513,4315,150,425,0,55,1058,12348,18x20,Lung5,macrophage,stroma
18x22,18,22,1710,0.9,3725,3623,17858.3333333333,169789.666666667,46,51,1366,3314,585,1349,323,1119,0,0,11663,24897,18x22,Lung5,fibroblast,lymphoid structure
18x23,18,23,3361,0.86,4305,3612,18438.3333333333,169778.666666667,63,73,4359,8167,643,1260,559,1161,2,234,15840,40024,18x23,Lung5,T CD4 memory,lymphoid structure
18x25,18,25,3826,1.33,2038,3612,16171.3333333333,169778.666666667,96,72,1623,6293,553,1055,406,965,1,247,18229,45920,18x25,Lung5,plasmablast,stroma
18x26,18,26,4023,0.83,4488,3599,18621.3333333333,169765.666666667,82,99,3190,7686,716,1824,551,1191,0,225,17493,47600,18x26,Lung5,NK,lymphoid structure
18x27,18,27,4481,0.97,1844,3607,15977.3333333333,169773.666666667,76,78,714,3538,469,1563,293,1059,0,0,17171,41671,18x27,Lung5,T CD4 naive,stroma
18x28,18,28,4174,1.47,2201,3617,16334.3333333333,169783.666666667,87,59,936,14141,615,2305,466,2612,0,156,16886,49098,18x28,Lung5,fibroblast,stroma
18x29,18,29,3156,1.4,3816,3606,17949.3333333333,169772.666666667,84,60,4193,12301,690,1496,917,3299,0,92,20757,54125,18x29,Lung5,T CD4 naive,lymphoid structure
18x30,18,30,5284,1.57,3075,3605,17208.3333333333,169771.666666667,121,77,2233,15296,582,1585,352,1024,0,138,10839,42354,18x30,Lung5,plasmablast,stroma
18x31,18,31,4406,1.05,3525,3599,17658.3333333333,169765.666666667,86,82,2285,5861,651,1548,748,1987,7,429,12110,42524,18x31,Lung5,pDC,stroma
18x32,18,32,1905,0.9,4607,3613,18740.3333333333,169779.666666667,46,51,2076,5932,668,1710,407,1391,1,267,9171,25088,18x32,Lung5,T CD4 naive,lymphoid structure
18x33,18,33,4150,0.92,2970,3593,17103.3333333333,169759.666666667,72,78,979,10561,803,2685,353,2794,0,65,10886,42486,18x33,Lung5,NK,stroma
18x34,18,34,4904,1.18,3397,3594,17530.3333333333,169760.666666667,94,80,1881,7284,646,3029,410,1083,2,279,20488,57537,18x34,Lung5,plasmablast,stroma
18x35,18,35,2263,0.83,4556,3589,18689.3333333333,169755.666666667,53,64,2821,8071,861,1843,494,1309,1,222,12837,35691,18x35,Lung5,T CD4 naive,lymphoid structure
18x36,18,36,2738,0.84,4052,3578,18185.3333333333,169744.666666667,58,69,3742,23187,537,2219,712,3235,0,99,18898,40722,18x36,Lung5,T CD4 naive,lymphoid structure
18x37,18,37,9758,0.85,4912,3555,19045.3333333333,169721.666666667,107,126,671,2152,671,4345,170,541,0,35,3261,18268,18x37,Lung5,macrophage,lymphoid structure
18x38,18,38,5092,0.83,5365,3563,19498.3333333333,169729.666666667,87,105,871,2194,1347,7258,126,392,4,398,23,2694,18x38,Lung5,neutrophil,myeloid-enriched stroma
18x39,18,39,4240,1.17,3206,3575,17339.3333333333,169741.666666667,88,75,2149,10440,712,1630,309,977,0,44,16943,49562,18x39,Lung5,NK,stroma
18x40,18,40,4182,1.21,3677,3572,17810.3333333333,169738.666666667,86,71,2150,6390,685,1902,372,1938,0,139,14999,40883,18x40,Lung5,T CD4 naive,lymphoid structure
