sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
6x1,6,1,4682,2.15,481,3621,3669.88888888889,162487.666666667,118,55,4361,15824,23657,65319,406,1013,53,676,4409,25946,6x1,Lung5,tumor 5,tumor interior
6x2,6,2,2296,1.91,588,3626,3776.88888888889,162492.666666667,86,45,4613,8107,20470,49571,497,1137,81,710,5306,22219,6x2,Lung5,tumor 5,tumor interior
6x3,6,3,3904,1.59,952,3619,4140.88888888889,162485.666666667,94,59,3514,7437,26963,65305,420,1277,39,675,4901,19304,6x3,Lung5,tumor 5,tumor interior
6x4,6,4,7042,1.05,1498,3602,4686.88888888889,162468.666666667,97,92,2722,5661,12980,51751,289,1118,15,677,1147,11183,6x4,Lung5,epithelial,stroma
6x5,6,5,1130,1.53,1538,3631,4726.88888888889,162497.666666667,52,34,2861,5879,24791,58803,450,1140,108,741,1105,12403,6x5,Lung5,epithelial,stroma
6x6,6,6,1215,1.48,1878,3632,5066.88888888889,162498.666666667,49,33,3162,6048,543,1138,531,1698,85,627,9767,27719,6x6,Lung5,pDC,lymphoid structure
6x7,6,7,2279,1.31,2257,3623,5445.88888888889,162489.666666667,67,51,3658,9781,1521,51923,705,3941,66,662,7073,23386,6x7,Lung5,fibroblast,plasmablast-enriched stroma
6x8,6,8,3762,1.0,2407,3613,5595.88888888889,162479.666666667,71,71,3716,10718,847,10036,634,2407,38,838,10033,30862,6x8,Lung5,plasmablast,plasmablast-enriched stroma
6x9,6,9,1817,2.67,2494,3632,5682.88888888889,162498.666666667,88,33,5025,8102,7631,65535,754,2226,118,757,6706,31237,6x9,Lung5,fibroblast,plasmablast-enriched stroma
6x10,6,10,1761,1.97,2774,3632,5962.88888888889,162498.666666667,65,33,6583,13368,750,7059,587,2035,93,973,3908,32839,6x10,Lung5,plasmablast,plasmablast-enriched stroma
6x11,6,11,1197,1.02,2906,3626,6094.88888888889,162492.666666667,46,45,6049,10771,717,1985,801,1721,199,905,3501,14452,6x11,Lung5,T CD4 naive,plasmablast-enriched stroma
6x12,6,12,3391,0.74,2944,3609,6132.88888888889,162475.666666667,58,78,4297,11684,856,5965,659,1917,55,682,5706,29490,6x12,Lung5,T CD4 naive,plasmablast-enriched stroma
6x13,6,13,2493,1.35,3032,3624,6220.88888888889,162490.666666667,65,48,2045,4582,420,971,353,1437,51,658,9771,34499,6x13,Lung5,B-cell,stroma
6x14,6,14,2069,2.0,3098,3631,6286.88888888889,162497.666666667,68,34,1229,2653,394,808,326,880,68,655,7724,23761,6x14,Lung5,endothelial,stroma
6x15,6,15,4723,1.29,3314,3612,6502.88888888889,162478.666666667,93,72,3232,12562,2259,14126,391,1134,39,829,7659,27360,6x15,Lung5,plasmablast,stroma
6x16,6,16,4000,0.86,3375,3605,6563.88888888889,162471.666666667,74,86,3680,8943,29219,65535,329,945,28,662,40,4393,6x16,Lung5,neutrophil,stroma
6x17,6,17,1927,1.72,3647,3630,6835.88888888889,162496.666666667,62,36,757,2392,900,5220,263,1902,70,626,7664,28291,6x17,Lung5,T CD4 naive,lymphoid structure
6x18,6,18,925,1.61,3855,3634,7043.88888888889,162500.666666667,45,28,2822,5184,537,965,766,1560,106,652,9893,31645,6x18,Lung5,B-cell,lymphoid structure
6x19,6,19,1544,2.13,4366,3633,7554.88888888889,162499.666666667,64,30,2381,4021,450,996,447,1230,99,993,2907,21305,6x19,Lung5,plasmablast,lymphoid structure
6x20,6,20,1620,1.91,4574,3632,7762.88888888889,162498.666666667,63,33,2741,8848,434,805,668,2932,80,619,6588,30697,6x20,Lung5,pDC,lymphoid structure
6x21,6,21,2054,1.66,4687,3629,7875.88888888889,162495.666666667,63,38,1214,2968,769,3525,5190,30121,87,1084,11399,39753,6x21,Lung5,epithelial,lymphoid structure
6x22,6,22,1636,1.29,4943,3629,8131.88888888889,162495.666666667,49,38,1827,4380,470,904,460,1001,60,628,6374,23285,6x22,Lung5,plasmablast,stroma
6x23,6,23,4936,1.57,1673,3618,4861.88888888889,162484.666666667,94,60,2181,8396,13632,56483,403,1429,39,741,7601,30443,6x23,Lung5,epithelial,lymphoid structure
6x24,6,24,2845,0.93,2290,3612,5478.88888888889,162478.666666667,67,72,5349,14781,548,6079,784,2360,32,785,7173,34156,6x24,Lung5,pDC,plasmablast-enriched stroma
6x25,6,25,3912,1.15,3178,3608,6366.88888888889,162474.666666667,92,80,4012,9632,511,1084,412,1256,21,656,6700,28771,6x25,Lung5,plasmablast,stroma
6x27,6,27,1571,1.74,3488,3629,6676.88888888889,162495.666666667,66,38,1505,3847,576,997,533,2116,95,728,5498,14547,6x27,Lung5,fibroblast,stroma
6x28,6,28,3579,0.94,3516,3612,6704.88888888889,162478.666666667,68,72,2496,8739,2130,27935,616,2592,12,685,8217,40849,6x28,Lung5,fibroblast,stroma
6x29,6,29,3362,1.22,3759,3619,6947.88888888889,162485.666666667,71,58,2055,4408,1328,21207,425,1152,36,787,16822,35649,6x29,Lung5,T CD4 naive,lymphoid structure
6x30,6,30,2015,1.04,3815,3624,7003.88888888889,162490.666666667,51,49,1908,4361,504,861,650,1800,40,641,18127,36148,6x30,Lung5,B-cell,lymphoid structure
6x31,6,31,1570,1.09,3983,3627,7171.88888888889,162493.666666667,47,43,2264,3718,493,922,488,1239,66,876,12972,26735,6x31,Lung5,plasmablast,lymphoid structure
6x32,6,32,2796,1.15,678,3621,3866.88888888889,162487.666666667,63,55,3174,5071,18959,38348,381,1038,29,635,8648,26123,6x32,Lung5,tumor 5,tumor interior
6x33,6,33,2385,1.14,4755,3623,7943.88888888889,162489.666666667,58,51,2110,7271,464,775,439,1121,266,1307,5657,19332,6x33,Lung5,plasmablast,lymphoid structure
6x34,6,34,2048,1.19,4026,3625,7214.88888888889,162491.666666667,56,47,1825,5428,415,889,449,1311,34,638,10581,25017,6x34,Lung5,B-cell,lymphoid structure
6x35,6,35,2820,1.02,2617,3618,5805.88888888889,162484.666666667,62,61,5710,30186,542,1120,654,1763,24,732,11170,34887,6x35,Lung5,plasmablast,plasmablast-enriched stroma
6x36,6,36,1832,1.18,617,3620,3805.88888888889,162486.666666667,59,50,3967,7565,19590,37862,432,742,0,570,5067,21693,6x36,Lung5,tumor 5,tumor interior
6x37,6,37,2398,0.78,2892,3611,6080.88888888889,162477.666666667,53,68,6254,23699,2695,33577,623,1643,9,660,2353,15218,6x37,Lung5,T CD4 naive,plasmablast-enriched stroma
6x38,6,38,6860,1.23,384,3602,3572.88888888889,162468.666666667,108,88,2159,8656,23122,61652,294,788,5,554,2162,12793,6x38,Lung5,tumor 5,tumor interior
6x39,6,39,2068,0.76,5092,3617,8280.88888888889,162483.666666667,44,58,3104,14008,456,711,410,1201,5,526,1486,14261,6x39,Lung5,B-cell,tumor-stroma boundary
6x40,6,40,1521,0.85,2471,3611,5659.88888888889,162477.666666667,47,55,6126,16882,3665,41950,1442,4346,10,201,19470,50027,6x40,Lung5,T CD8 naive,plasmablast-enriched stroma
6x41,6,41,3347,0.83,4282,3608,7470.88888888889,162474.666666667,60,72,3063,7637,501,939,416,848,6,370,1449,16108,6x41,Lung5,plasmablast,lymphoid structure
6x42,6,42,9969,1.08,1083,3584,4271.88888888889,162450.666666667,125,116,3173,13724,999,4058,494,1420,2,394,3071,24899,6x42,Lung5,pDC,tumor-stroma boundary
6x43,6,43,2421,0.65,2333,3604,5521.88888888889,162470.666666667,46,71,3077,8747,546,1865,526,1569,6,690,10908,38393,6x43,Lung5,plasmablast,plasmablast-enriched stroma
6x44,6,44,1048,0.87,2495,3608,5683.88888888889,162474.666666667,39,45,5663,8505,1390,15038,862,2964,2,176,4426,19086,6x44,Lung5,endothelial,plasmablast-enriched stroma
6x45,6,45,4364,1.03,3428,3602,6616.88888888889,162468.666666667,79,77,2404,15292,2070,39431,415,1181,0,55,6019,24077,6x45,Lung5,mast,stroma
6x46,6,46,3986,0.99,4775,3598,7963.88888888889,162464.666666667,83,84,3810,11141,504,850,567,1697,128,1047,5151,36209,6x46,Lung5,plasmablast,lymphoid structure
6x47,6,47,1997,0.55,2444,3596,5632.88888888889,162462.666666667,46,83,4342,9251,874,11840,1030,2902,0,67,13268,34899,6x47,Lung5,fibroblast,plasmablast-enriched stroma
6x48,6,48,3791,1.28,2169,3602,5357.88888888889,162468.666666667,82,64,5040,11024,463,1193,572,1339,0,99,3541,25046,6x48,Lung5,pDC,stroma
6x49,6,49,1878,0.92,2538,3607,5726.88888888889,162473.666666667,48,52,4167,9796,576,1777,845,2025,0,84,8392,28499,6x49,Lung5,B-cell,plasmablast-enriched stroma
6x50,6,50,5126,1.13,2840,3585,6028.88888888889,162451.666666667,107,95,9635,17940,1367,24105,817,2623,4,305,3411,26249,6x50,Lung5,plasmablast,plasmablast-enriched stroma
6x51,6,51,2689,1.02,4338,3605,7526.88888888889,162471.666666667,60,59,2337,6212,473,1046,445,1984,0,205,6436,22389,6x51,Lung5,fibroblast,lymphoid structure
6x52,6,52,3751,0.99,4615,3598,7803.88888888889,162464.666666667,72,73,2636,13789,445,4992,465,1530,5,451,7183,29110,6x52,Lung5,mDC,lymphoid structure
6x53,6,53,4504,0.87,1849,3588,5037.88888888889,162454.666666667,74,85,6075,11446,7426,62768,507,1473,1,301,7163,38910,6x53,Lung5,pDC,lymphoid structure
6x54,6,54,2606,0.67,2581,3591,5769.88888888889,162457.666666667,51,76,4669,8713,549,953,807,2050,0,58,12085,35560,6x54,Lung5,B-cell,plasmablast-enriched stroma
6x55,6,55,1968,1.03,557,3586,3745.88888888889,162452.666666667,63,61,3316,7787,18998,47331,351,707,0,124,9143,28646,6x55,Lung5,tumor 5,tumor interior
6x56,6,56,1986,0.84,3867,3589,7055.88888888889,162455.666666667,47,56,3932,8907,497,1534,505,1766,5,272,7634,26515,6x56,Lung5,endothelial,lymphoid structure
6x57,6,57,3417,1.3,2999,3590,6187.88888888889,162456.666666667,73,56,2952,8978,570,2065,504,3470,0,52,5555,25450,6x57,Lung5,fibroblast,plasmablast-enriched stroma
6x58,6,58,4201,1.09,3165,3576,6353.88888888889,162442.666666667,87,80,2722,6568,488,942,369,758,10,466,8852,36394,6x58,Lung5,plasmablast,stroma
6x59,6,59,2937,1.72,3928,3585,7116.88888888889,162451.666666667,81,47,3207,7418,566,1415,447,1438,0,248,12310,33082,6x59,Lung5,T CD4 naive,lymphoid structure
6x60,6,60,2517,1.0,4088,3587,7276.88888888889,162453.666666667,60,60,3156,12118,493,1389,545,1357,0,77,11571,27749,6x60,Lung5,T CD4 naive,lymphoid structure
6x61,6,61,3136,1.25,925,3580,4113.88888888889,162446.666666667,74,59,3175,10781,16327,48041,294,831,0,123,3795,17667,6x61,Lung5,epithelial,tumor interior
6x62,6,62,2018,0.52,2805,3566,5993.88888888889,162432.666666667,42,81,6855,15007,566,1305,684,1570,0,107,12132,38566,6x62,Lung5,plasmablast,plasmablast-enriched stroma
6x63,6,63,3149,1.23,826,3583,4014.88888888889,162449.666666667,75,61,4707,11322,24779,64639,451,806,0,44,10641,30177,6x63,Lung5,tumor 5,tumor interior
