sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
16x1,16,1,5076,1.18,195,3571,3383.88888888889,169737.666666667,87,74,1046,5806,254,542,245,1317,0,0,1552,19876,16x1,Lung5,fibroblast,plasmablast-enriched stroma
16x2,16,2,3936,1.57,282,3579,3470.88888888889,169745.666666667,91,58,2227,9513,290,739,120,444,0,0,0,569,16x2,Lung5,fibroblast,plasmablast-enriched stroma
16x3,16,3,3506,1.0,870,3574,4058.88888888889,169740.666666667,69,69,1979,6277,272,775,259,3064,0,108,11396,52581,16x3,Lung5,plasmablast,plasmablast-enriched stroma
16x4,16,4,2438,0.93,969,3578,4157.88888888889,169744.666666667,56,60,1019,2372,337,884,379,1119,0,0,3078,16086,16x4,Lung5,plasmablast,plasmablast-enriched stroma
16x5,16,5,4686,1.22,1115,3571,4303.88888888889,169737.666666667,90,74,1768,6273,495,4649,333,786,2,329,4535,21342,16x5,Lung5,fibroblast,plasmablast-enriched stroma
16x6,16,6,3755,0.77,1683,3567,4871.88888888889,169733.666666667,63,82,2058,9734,2625,47990,297,716,0,103,5050,26861,16x6,Lung5,fibroblast,plasmablast-enriched stroma
16x7,16,7,2433,1.24,1923,3583,5111.88888888889,169749.666666667,62,50,480,2119,367,746,170,550,0,160,10433,39241,16x7,Lung5,plasmablast,plasmablast-enriched stroma
16x8,16,8,4367,1.46,2025,3576,5213.88888888889,169742.666666667,95,65,1440,6968,588,4222,311,1085,4,525,6987,39228,16x8,Lung5,plasmablast,plasmablast-enriched stroma
16x9,16,9,6541,0.66,2424,3550,5612.88888888889,169716.666666667,76,116,854,2540,2194,16873,254,1078,0,12,6142,27253,16x9,Lung5,pDC,plasmablast-enriched stroma
16x10,16,10,6048,1.81,2502,3574,5690.88888888889,169740.666666667,125,69,1364,5394,540,2513,316,1111,9,514,5860,36586,16x10,Lung5,plasmablast,plasmablast-enriched stroma
16x11,16,11,4744,1.07,2933,3570,6121.88888888889,169736.666666667,81,76,1463,3793,543,969,434,1111,23,813,13717,48815,16x11,Lung5,pDC,plasmablast-enriched stroma
16x12,16,12,4520,1.32,3297,3574,6485.88888888889,169740.666666667,90,68,730,16240,450,1067,193,708,0,0,8548,31189,16x12,Lung5,T CD4 naive,plasmablast-enriched stroma
16x14,16,14,3791,1.63,4192,3581,7380.88888888889,169747.666666667,88,54,1018,3086,9782,32396,181,504,0,20,4015,23652,16x14,Lung5,plasmablast,stroma
16x15,16,15,3010,1.21,4274,3580,7462.88888888889,169746.666666667,68,56,740,4033,741,1943,272,1412,0,0,9595,39859,16x15,Lung5,pDC,stroma
16x16,16,16,2193,1.02,4335,3582,7523.88888888889,169748.666666667,54,53,1020,4688,680,1518,210,833,0,51,9172,31440,16x16,Lung5,fibroblast,stroma
16x17,16,17,5193,1.26,4543,3574,7731.88888888889,169740.666666667,86,68,1025,3744,5281,65286,243,942,0,340,7591,33440,16x17,Lung5,fibroblast,stroma
16x18,16,18,5834,2.05,4906,3579,8094.88888888889,169745.666666667,119,58,1424,4788,6681,56883,278,6275,0,119,2544,24847,16x18,Lung5,macrophage,stroma
16x19,16,19,14347,1.32,5073,3548,8261.88888888889,169714.666666667,158,120,1153,5066,1339,35968,200,571,0,150,1165,15444,16x19,Lung5,macrophage,stroma
16x20,16,20,4733,1.44,5348,3576,8536.88888888889,169742.666666667,92,64,1518,4041,18236,65336,214,522,0,7,2778,17304,16x20,Lung5,pDC,stroma
16x22,16,22,6404,0.95,926,3551,4114.88888888889,169717.666666667,105,110,2521,7433,449,969,562,1211,0,215,6870,40540,16x22,Lung5,plasmablast,plasmablast-enriched stroma
16x23,16,23,5229,0.86,1024,3562,4212.88888888889,169728.666666667,76,88,1071,4493,327,824,319,930,0,162,11477,41643,16x23,Lung5,plasmablast,plasmablast-enriched stroma
16x24,16,24,3272,0.78,3171,3566,6359.88888888889,169732.666666667,63,81,1463,9711,500,1470,309,989,0,312,15088,54061,16x24,Lung5,pDC,plasmablast-enriched stroma
16x25,16,25,1734,0.83,4003,3580,7191.88888888889,169746.666666667,43,52,766,2001,8481,27990,275,671,5,497,5338,22248,16x25,Lung5,plasmablast,plasmablast-enriched stroma
16x26,16,26,3366,0.79,1310,3566,4498.88888888889,169732.666666667,61,77,1330,3497,28758,65249,365,813,0,74,10929,22550,16x26,Lung5,epithelial,plasmablast-enriched stroma
16x27,16,27,1883,0.95,2572,3577,5760.88888888889,169743.666666667,52,55,944,2581,855,2282,255,785,0,36,2311,18701,16x27,Lung5,tumor 12,plasmablast-enriched stroma
16x28,16,28,3235,1.04,3961,3569,7149.88888888889,169735.666666667,74,71,870,2981,12010,37206,227,667,0,38,13590,33251,16x28,Lung5,plasmablast,plasmablast-enriched stroma
16x29,16,29,4830,0.72,2130,3545,5318.88888888889,169711.666666667,82,114,3026,6623,17133,65299,323,1386,0,0,2778,18663,16x29,Lung5,epithelial,plasmablast-enriched stroma
16x30,16,30,5336,0.85,3679,3559,6867.88888888889,169725.666666667,74,87,1974,5792,544,1916,227,864,10,618,6226,23166,16x30,Lung5,macrophage,plasmablast-enriched stroma
16x32,16,32,3302,1.02,1371,3566,4559.88888888889,169732.666666667,66,65,1601,4556,27681,65293,442,1073,0,11,8657,25627,16x32,Lung5,epithelial,plasmablast-enriched stroma
16x33,16,33,5023,0.67,841,3538,4029.88888888889,169704.666666667,73,109,1561,5789,270,543,302,1108,0,4,1289,21150,16x33,Lung5,plasmablast,plasmablast-enriched stroma
16x34,16,34,2484,0.73,1715,3546,4903.88888888889,169712.666666667,65,89,1735,3923,6821,65290,367,988,0,77,5458,21862,16x34,Lung5,fibroblast,plasmablast-enriched stroma
16x35,16,35,6335,0.92,89,3535,3277.88888888889,169701.666666667,98,106,1983,6537,286,634,277,1241,0,165,548,28056,16x35,Lung5,plasmablast,plasmablast-enriched stroma
16x37,16,37,3587,1.36,1587,3547,4775.88888888889,169713.666666667,87,64,1748,4532,7521,59914,470,1745,1,262,13894,40379,16x37,Lung5,fibroblast,plasmablast-enriched stroma
16x38,16,38,3088,0.76,3932,3544,7120.88888888889,169710.666666667,62,82,1313,3329,2261,16636,246,1185,8,746,15107,46318,16x38,Lung5,plasmablast,plasmablast-enriched stroma
16x39,16,39,2798,0.79,1518,3546,4706.88888888889,169712.666666667,55,70,1984,8483,1188,5581,541,1865,0,34,17290,37341,16x39,Lung5,pDC,plasmablast-enriched stroma
16x40,16,40,4181,1.08,1974,3547,5162.88888888889,169713.666666667,80,74,760,2466,534,1196,256,1928,0,8,14990,48991,16x40,Lung5,plasmablast,plasmablast-enriched stroma
16x42,16,42,3396,1.14,1090,3538,4278.88888888889,169704.666666667,75,66,3038,6631,583,1292,423,768,3,330,10456,34788,16x42,Lung5,endothelial,plasmablast-enriched stroma
16x43,16,43,5942,1.02,1752,3527,4940.88888888889,169693.666666667,92,90,1404,3397,1985,38574,341,892,0,124,8427,33192,16x43,Lung5,fibroblast,plasmablast-enriched stroma
16x44,16,44,4144,0.84,2104,3526,5292.88888888889,169692.666666667,74,88,1782,4026,1783,15251,509,1531,17,1055,11581,36868,16x44,Lung5,mast,plasmablast-enriched stroma
16x45,16,45,3049,0.96,1897,3542,5085.88888888889,169708.666666667,65,68,775,2207,617,1362,291,636,0,233,4260,20049,16x45,Lung5,plasmablast,plasmablast-enriched stroma
16x46,16,46,7421,0.85,3886,3518,7074.88888888889,169684.666666667,100,117,1463,7917,5690,39672,244,1113,15,751,5581,32503,16x46,Lung5,plasmablast,plasmablast-enriched stroma
16x47,16,47,3221,0.76,2194,3537,5382.88888888889,169703.666666667,57,75,3757,8126,32176,65296,321,803,0,41,4530,19680,16x47,Lung5,macrophage,plasmablast-enriched stroma
16x48,16,48,2841,0.8,2533,3530,5721.88888888889,169696.666666667,56,70,1275,4764,613,1130,384,973,0,82,16123,38415,16x48,Lung5,endothelial,plasmablast-enriched stroma
