sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
27x1,27,1,1385,1.18,231,3629,8892.11111111111,177095.666666667,45,38,559,1433,435,687,174,456,0,0,3406,16946,27x1,Lung5,fibroblast,tumor-stroma boundary
27x2,27,2,3593,1.08,288,3617,8949.11111111111,177083.666666667,68,63,1133,4917,477,955,559,10500,0,30,4772,16332,27x2,Lung5,plasmablast,tumor-stroma boundary
27x4,27,4,4343,0.83,730,3599,9391.11111111111,177065.666666667,81,98,2767,6355,8987,65247,223,573,0,22,6402,37954,27x4,Lung5,tumor 5,tumor-stroma boundary
27x5,27,5,5194,0.77,806,3575,9467.11111111111,177041.666666667,112,146,3054,6373,30935,65317,353,12990,1,997,4666,23688,27x5,Lung5,tumor 5,tumor-stroma boundary
27x6,27,6,3803,0.68,831,3592,9492.11111111111,177058.666666667,77,113,2579,6122,27703,65222,317,830,0,101,2637,12057,27x6,Lung5,tumor 5,tumor-stroma boundary
27x7,27,7,3343,0.7,866,3599,9527.11111111111,177065.666666667,69,98,2143,4973,25614,65306,314,10701,0,161,1113,11094,27x7,Lung5,tumor 5,tumor-stroma boundary
27x8,27,8,2771,0.65,897,3604,9558.11111111111,177070.666666667,57,88,1749,4899,26065,65322,291,9882,0,115,6040,18991,27x8,Lung5,tumor 5,tumor interior
27x9,27,9,5264,1.36,939,3612,9600.11111111111,177078.666666667,98,72,2903,7837,34339,65306,289,744,0,162,569,13462,27x9,Lung5,tumor 12,tumor interior
27x10,27,10,6748,0.97,1077,3602,9738.11111111111,177068.666666667,90,93,2449,5593,32342,65320,374,12253,0,358,4613,27880,27x10,Lung5,tumor 5,tumor interior
27x11,27,11,3647,2.24,1277,3624,9938.11111111111,177090.666666667,110,49,3172,7522,27582,65306,327,966,0,103,2603,19068,27x11,Lung5,tumor 5,tumor interior
27x12,27,12,2672,0.97,2377,3619,11038.1111111111,177085.666666667,57,59,4882,30791,1181,2923,5264,23883,2,301,10759,46197,27x12,Lung5,neutrophil,tumor-stroma boundary
27x13,27,13,3439,0.95,2728,3611,11389.1111111111,177077.666666667,71,75,4026,9376,24335,65226,269,629,0,88,1109,11424,27x13,Lung5,tumor 5,plasmablast-enriched stroma
27x14,27,14,4495,0.74,3409,3604,12070.1111111111,177070.666666667,65,88,2371,10511,841,1926,267,1166,1,257,1375,11538,27x14,Lung5,neutrophil,tumor interior
27x15,27,15,9379,2.12,3551,3607,12212.1111111111,177073.666666667,174,82,3426,8941,25989,65305,295,13783,0,556,4027,24466,27x15,Lung5,tumor 5,tumor interior
27x16,27,16,3931,1.35,3836,3618,12497.1111111111,177084.666666667,81,60,4108,15437,24168,65281,248,766,0,114,46,3610,27x16,Lung5,tumor 5,tumor interior
27x17,27,17,4893,0.77,3982,3602,12643.1111111111,177068.666666667,72,93,4034,10358,32055,65326,299,762,0,154,5641,35849,27x17,Lung5,tumor 5,tumor interior
27x18,27,18,3534,0.67,4556,3606,13217.1111111111,177072.666666667,57,85,1579,6561,6105,65219,251,829,42,603,6805,30934,27x18,Lung5,neutrophil,tumor interior
27x19,27,19,2324,0.98,4601,3622,13262.1111111111,177088.666666667,52,53,6279,12591,27521,65255,289,778,18,661,7627,42081,27x19,Lung5,tumor 12,tumor interior
27x20,27,20,5863,0.92,4656,3603,13317.1111111111,177069.666666667,84,91,2721,16312,25639,65313,235,9776,1,401,3662,19601,27x20,Lung5,tumor 12,tumor interior
27x21,27,21,1853,0.85,5120,3622,13781.1111111111,177088.666666667,45,53,1673,3983,27177,65206,242,564,2,102,1650,12429,27x21,Lung5,tumor 5,tumor-stroma boundary
27x22,27,22,1094,0.78,5156,3628,13817.1111111111,177094.666666667,32,41,2086,5468,24353,54973,271,607,1,103,8862,26540,27x22,Lung5,tumor 5,tumor-stroma boundary
27x23,27,23,1731,1.62,5201,3629,13862.1111111111,177095.666666667,63,39,1901,5103,20355,59826,236,581,1,150,9578,21785,27x23,Lung5,tumor 5,tumor-stroma boundary
