sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
17x1,17,1,3547,1.27,579,3618,9240.11111111111,169784.666666667,76,60,1880,4569,390,893,378,1084,40,794,13012,48714,17x1,Lung5,plasmablast,stroma
17x3,17,3,2626,1.66,1075,3626,9736.11111111111,169792.666666667,73,44,1404,4942,404,746,680,2507,48,617,12410,42953,17x3,Lung5,fibroblast,plasmablast-enriched stroma
17x5,17,5,2172,1.21,1541,3622,10202.1111111111,169788.666666667,63,52,2312,6770,564,1213,489,1250,83,1055,2622,32102,17x5,Lung5,fibroblast,plasmablast-enriched stroma
17x6,17,6,1841,1.45,1615,3629,10276.1111111111,169795.666666667,55,38,2301,4207,650,2439,559,2180,66,749,20777,49202,17x6,Lung5,endothelial,plasmablast-enriched stroma
17x8,17,8,3000,2.17,3178,3627,11839.1111111111,169793.666666667,91,42,2428,6242,625,1405,568,2294,65,671,15331,47703,17x8,Lung5,fibroblast,stroma
17x9,17,9,1829,2.13,3784,3632,12445.1111111111,169798.666666667,68,32,1598,3391,822,1405,392,1136,77,768,5946,27858,17x9,Lung5,fibroblast,stroma
17x10,17,10,3250,1.27,2606,3617,11267.1111111111,169783.666666667,79,62,3031,5905,622,1187,521,1806,32,933,6789,38851,17x10,Lung5,pDC,plasmablast-enriched stroma
17x11,17,11,2662,0.74,2682,3615,11343.1111111111,169781.666666667,49,66,2005,3738,533,1046,422,1247,32,671,12291,28740,17x11,Lung5,pDC,plasmablast-enriched stroma
17x13,17,13,2782,0.9,2733,3618,11394.1111111111,169784.666666667,54,60,1759,4211,552,1050,450,1246,26,625,10177,27803,17x13,Lung5,plasmablast,plasmablast-enriched stroma
17x14,17,14,3094,1.48,2939,3621,11600.1111111111,169787.666666667,80,54,1972,11090,715,1563,442,1344,26,644,14383,35169,17x14,Lung5,T CD8 naive,stroma
17x15,17,15,1950,1.59,649,3625,9310.11111111111,169791.666666667,65,41,1025,3981,349,526,263,629,1,541,4738,14085,17x15,Lung5,fibroblast,stroma
17x17,17,17,3077,1.64,1374,3623,10035.1111111111,169789.666666667,77,47,1855,6464,395,950,353,5201,19,595,9423,36313,17x17,Lung5,mDC,plasmablast-enriched stroma
17x18,17,18,3623,1.09,1440,3603,10101.1111111111,169769.666666667,72,66,2772,6176,519,865,654,4738,14,522,650,18040,17x18,Lung5,fibroblast,plasmablast-enriched stroma
17x19,17,19,2445,0.77,1566,3612,10227.1111111111,169778.666666667,53,69,2440,10112,481,908,668,2527,5,589,19766,55112,17x19,Lung5,T CD4 naive,plasmablast-enriched stroma
17x20,17,20,2764,1.22,3609,3619,12270.1111111111,169785.666666667,66,54,1008,5661,647,1721,295,4813,13,639,9871,38945,17x20,Lung5,monocyte,stroma
17x21,17,21,2137,0.95,819,3615,9480.11111111111,169781.666666667,53,56,3210,8156,458,1316,441,1200,3,413,3521,24541,17x21,Lung5,pDC,stroma
17x22,17,22,3187,1.18,3284,3611,11945.1111111111,169777.666666667,78,66,1896,5663,706,1456,664,5657,0,381,22739,51143,17x22,Lung5,fibroblast,stroma
17x23,17,23,3393,0.99,3422,3609,12083.1111111111,169775.666666667,69,70,2129,8231,752,3002,281,1464,0,20,13323,48519,17x23,Lung5,T CD4 naive,stroma
17x24,17,24,3477,1.06,456,3609,9117.11111111111,169775.666666667,70,66,1216,3278,359,610,351,782,1,228,11879,40527,17x24,Lung5,plasmablast,stroma
17x25,17,25,4699,1.58,2272,3610,10933.1111111111,169776.666666667,101,64,2350,5519,458,841,502,1909,6,515,4347,25727,17x25,Lung5,pDC,plasmablast-enriched stroma
17x26,17,26,4371,1.01,3233,3596,11894.1111111111,169762.666666667,81,80,2294,16866,738,1627,1422,8372,0,118,19427,48668,17x26,Lung5,fibroblast,stroma
17x27,17,27,3277,1.58,526,3598,9187.11111111111,169764.666666667,87,55,1600,4822,356,1026,337,693,0,200,12542,45996,17x27,Lung5,plasmablast,stroma
17x28,17,28,1501,0.84,1789,3600,10450.1111111111,169766.666666667,43,51,1586,4228,476,697,756,2566,0,1,18761,41182,17x28,Lung5,T CD4 naive,plasmablast-enriched stroma
17x29,17,29,3702,1.0,2359,3593,11020.1111111111,169759.666666667,77,77,1757,11558,478,999,360,1086,5,451,15809,43679,17x29,Lung5,plasmablast,plasmablast-enriched stroma
17x30,17,30,2391,1.47,3731,3608,12392.1111111111,169774.666666667,69,47,1477,3555,765,1149,385,2085,0,192,5505,24166,17x30,Lung5,fibroblast,stroma
17x31,17,31,4445,1.15,891,3595,9552.11111111111,169761.666666667,82,71,2514,7195,908,2049,505,1314,0,102,15429,48121,17x31,Lung5,T CD4 naive,plasmablast-enriched stroma
17x32,17,32,3798,1.24,723,3579,9384.11111111111,169745.666666667,98,79,3564,8041,393,673,421,1366,2,269,8101,49827,17x32,Lung5,plasmablast,stroma
17x33,17,33,2635,1.33,2957,3587,11618.1111111111,169753.666666667,72,54,1633,4027,755,2762,398,1012,0,26,22908,60845,17x33,Lung5,endothelial,stroma
17x34,17,34,2534,1.33,2550,3583,11211.1111111111,169749.666666667,73,55,2695,8449,677,2522,458,1170,1,526,9223,45424,17x34,Lung5,plasmablast,plasmablast-enriched stroma
17x35,17,35,2861,1.38,282,3592,8943.11111111111,169758.666666667,72,52,398,1546,351,648,294,778,5,639,9265,39813,17x35,Lung5,plasmablast,stroma
17x36,17,36,3394,1.17,2885,3587,11546.1111111111,169753.666666667,74,63,1716,10292,667,3118,369,981,0,107,13707,38851,17x36,Lung5,T CD8 naive,stroma
