sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
24x1,24,1,4296,0.95,416,3610,20021.5555555556,173426.666666667,72,76,542,2553,148,659,295,811,223,1749,8111,29665,24x1,Lung5,neutrophil,stroma
24x2,24,2,1539,0.82,535,3623,20140.5555555556,173439.666666667,42,51,2571,4990,241,533,445,918,32,517,101,5081,24x2,Lung5,macrophage,stroma
24x3,24,3,2824,0.77,573,3613,20178.5555555556,173429.666666667,54,70,3994,8849,393,995,273,683,7,366,119,4250,24x3,Lung5,tumor 12,myeloid-enriched stroma
24x4,24,4,2922,1.44,668,3623,20273.5555555556,173439.666666667,72,50,1154,2765,145,455,284,951,45,664,1424,22677,24x4,Lung5,fibroblast,myeloid-enriched stroma
24x5,24,5,1864,3.79,824,3636,20429.5555555556,173452.666666667,91,24,1764,8248,206,562,468,1617,27,616,4535,28287,24x5,Lung5,macrophage,myeloid-enriched stroma
24x6,24,6,4190,1.18,947,3615,20552.5555555556,173431.666666667,78,66,1245,4401,311,995,293,1107,164,1073,3845,23894,24x6,Lung5,neutrophil,stroma
24x7,24,7,3964,1.26,1189,3615,20794.5555555556,173431.666666667,83,66,1404,5682,351,1883,298,1097,0,138,6174,29825,24x7,Lung5,macrophage,stroma
24x8,24,8,3804,1.33,2118,3618,21723.5555555556,173434.666666667,80,60,1128,14122,272,1427,222,868,0,9,7956,37567,24x8,Lung5,fibroblast,stroma
24x9,24,9,2855,1.56,2514,3621,22119.5555555556,173437.666666667,84,54,2288,7648,319,1493,469,2369,0,121,771,10702,24x9,Lung5,macrophage,stroma
24x10,24,10,2775,1.22,3487,3621,23092.5555555556,173437.666666667,66,54,1801,17607,237,610,287,811,0,67,10347,42107,24x10,Lung5,T CD4 memory,stroma
