sp_loc,fov,cell_ID,Area,AspectRatio,CenterX_local_px,CenterY_local_px,CenterX_global_px,CenterY_global_px,Width,Height,Mean.MembraneStain,Max.MembraneStain,Mean.PanCK,Max.PanCK,Mean.CD45,Max.CD45,Mean.CD3,Max.CD3,Mean.DAPI,Max.DAPI,sp_loc_meta,patient,cell_type,niche
9x1,9,1,3900,1.73,431,3622,20036.5555555556,162488.666666667,90,52,1045,2314,347,3444,202,555,0,101,2972,18812,9x1,Lung5,macrophage,myeloid-enriched stroma
9x2,9,2,2151,1.43,1737,3626,21342.5555555556,162492.666666667,63,44,1613,3670,806,3588,268,653,0,7,8028,33049,9x2,Lung5,mDC,myeloid-enriched stroma
9x3,9,3,5289,1.09,2093,3608,21698.5555555556,162474.666666667,87,80,828,3335,321,2061,168,579,0,0,2558,16632,9x3,Lung5,macrophage,myeloid-enriched stroma
9x4,9,4,8724,1.28,2249,3600,21854.5555555556,162466.666666667,123,96,999,4215,439,4705,177,751,0,210,4814,25871,9x4,Lung5,macrophage,myeloid-enriched stroma
9x5,9,5,5441,0.93,2350,3604,21955.5555555556,162470.666666667,83,89,976,3003,361,2132,279,1029,0,177,7472,33608,9x5,Lung5,pDC,myeloid-enriched stroma
9x6,9,6,5675,0.78,3123,3598,22728.5555555556,162464.666666667,78,100,3465,11399,3344,30327,227,745,19,818,0,384,9x6,Lung5,macrophage,myeloid-enriched stroma
9x7,9,7,2680,1.4,3247,3624,22852.5555555556,162490.666666667,67,48,457,2693,482,4921,186,816,211,1091,8300,36434,9x7,Lung5,neutrophil,myeloid-enriched stroma
9x8,9,8,2517,1.85,3459,3628,23064.5555555556,162494.666666667,74,40,1121,3043,5878,53864,189,555,0,0,4292,30945,9x8,Lung5,endothelial,myeloid-enriched stroma
9x9,9,9,6828,1.71,4104,3614,23709.5555555556,162480.666666667,118,69,1924,6127,4196,35063,238,826,140,1603,4860,25574,9x9,Lung5,neutrophil,myeloid-enriched stroma
9x10,9,10,6061,1.46,4463,3613,24068.5555555556,162479.666666667,102,70,2132,6501,46218,65343,265,745,0,199,6444,33261,9x10,Lung5,tumor 5,myeloid-enriched stroma
9x11,9,11,3316,1.98,4738,3625,24343.5555555556,162491.666666667,93,47,1346,7424,1588,13671,191,900,0,16,3054,18470,9x11,Lung5,macrophage,myeloid-enriched stroma
9x12,9,12,5337,0.93,4804,3605,24409.5555555556,162471.666666667,80,86,1882,5598,28713,65325,192,593,4,456,1302,15301,9x12,Lung5,neutrophil,myeloid-enriched stroma
9x14,9,14,2376,1.34,97,3623,19702.5555555556,162489.666666667,67,50,898,1741,3167,7796,188,386,0,0,5453,16673,9x14,Lung5,tumor 12,myeloid-enriched stroma
9x16,9,16,4070,1.15,502,3615,20107.5555555556,162481.666666667,76,66,433,1534,266,1488,160,7229,0,20,11971,30855,9x16,Lung5,NK,myeloid-enriched stroma
9x17,9,17,7448,1.06,895,3601,20500.5555555556,162467.666666667,101,95,1275,4378,1111,26305,232,9329,11,670,183,7670,9x17,Lung5,macrophage,myeloid-enriched stroma
9x18,9,18,8104,0.49,1288,3571,20893.5555555556,162437.666666667,76,154,2004,8071,6834,55584,260,770,0,86,4605,39964,9x18,Lung5,endothelial,myeloid-enriched stroma
9x19,9,19,4503,1.23,1809,3613,21414.5555555556,162479.666666667,87,71,1743,4175,1231,30938,374,1326,0,0,14733,59182,9x19,Lung5,mast,myeloid-enriched stroma
9x21,9,21,1498,0.95,2183,3626,21788.5555555556,162492.666666667,42,44,393,2038,311,1187,177,593,84,667,9999,35701,9x21,Lung5,neutrophil,myeloid-enriched stroma
9x22,9,22,7305,1.08,2536,3604,22141.5555555556,162470.666666667,96,89,1478,3716,597,5223,155,692,0,120,19,2572,9x22,Lung5,macrophage,myeloid-enriched stroma
9x23,9,23,3254,1.08,2407,3614,22012.5555555556,162480.666666667,69,64,670,1941,374,1873,219,10040,0,0,15238,35980,9x23,Lung5,NK,myeloid-enriched stroma
9x24,9,24,3444,0.79,4038,3608,23643.5555555556,162474.666666667,60,76,602,3337,1212,28003,157,645,46,671,6523,26375,9x24,Lung5,neutrophil,myeloid-enriched stroma
9x25,9,25,7973,1.46,3583,3591,23188.5555555556,162457.666666667,146,100,2001,5539,2773,65287,216,953,8,481,26,4727,9x25,Lung5,tumor 5,myeloid-enriched stroma
9x26,9,26,5280,1.16,4644,3594,24249.5555555556,162460.666666667,101,87,1932,4911,595,5594,167,547,16,774,4,4452,9x26,Lung5,macrophage,myeloid-enriched stroma
9x27,9,27,6554,0.98,5272,3589,24877.5555555556,162455.666666667,92,94,686,2384,787,3960,199,471,0,91,4680,17895,9x27,Lung5,macrophage,myeloid-enriched stroma
9x28,9,28,1889,0.69,3170,3605,22775.5555555556,162471.666666667,40,58,693,2474,521,4495,182,592,267,1059,4162,19276,9x28,Lung5,neutrophil,myeloid-enriched stroma
9x29,9,29,3321,1.01,817,3596,20422.5555555556,162462.666666667,70,69,638,2248,416,3944,298,740,430,1323,11265,34246,9x29,Lung5,neutrophil,myeloid-enriched stroma
9x30,9,30,7018,1.2,1025,3584,20630.5555555556,162450.666666667,110,92,1489,16786,1477,27599,287,1055,106,887,5860,28306,9x30,Lung5,neutrophil,myeloid-enriched stroma
9x31,9,31,6745,0.56,1169,3559,20774.5555555556,162425.666666667,73,130,1848,5989,1556,8807,234,687,0,114,6641,31345,9x31,Lung5,endothelial,myeloid-enriched stroma
